Well,Temp,Fluo,df.dT,baseline,Sample,Censor,Tissue,Extractions
A1,80.4963963963964,0.979141630206552,0.0517933038282418,NA,A1,NA,Dalea purpurea,1
A1,80.5063063063063,0.978632117394612,0.0517573337239521,NA,A1,NA,Dalea purpurea,1
A1,80.5162162162162,0.978119758352537,0.0517217748840591,NA,A1,NA,Dalea purpurea,1
A1,80.5261261261261,0.97760516680429,0.0516861085565708,NA,A1,NA,Dalea purpurea,1
A1,80.536036036036,0.977088967366815,0.0516498159894954,NA,A1,NA,Dalea purpurea,1
A1,80.5459459459459,0.976571784657059,0.051612378430841,NA,A1,NA,Dalea purpurea,1
A1,80.5558558558559,0.976054243291966,0.0515733562930288,NA,A1,NA,Dalea purpurea,1
A1,80.5657657657658,0.975536967888482,0.051533591910723,NA,A1,NA,Dalea purpurea,1
A1,80.5756756756757,0.975020583063552,0.0514949573194779,NA,A1,NA,Dalea purpurea,1
A1,80.5855855855856,0.97450571343412,0.0514593446124242,NA,A1,NA,Dalea purpurea,1
A1,80.5954954954955,0.973992983617133,0.0514286458826929,NA,A1,NA,Dalea purpurea,1
A1,80.6054054054054,0.973482989078969,0.0514047532234146,NA,A1,NA,Dalea purpurea,1
A1,80.6153153153153,0.972975778847889,0.0513895587277203,NA,A1,NA,Dalea purpurea,1
A1,80.6252252252252,0.972470916649237,0.0513849544887406,NA,A1,NA,Dalea purpurea,1
A1,80.6351351351351,0.971967949338819,0.0513928325996064,NA,A1,NA,Dalea purpurea,1
A1,80.645045045045,0.971466423772443,0.0514150851534484,NA,A1,NA,Dalea purpurea,1
A1,80.6549549549549,0.970965886805913,0.0514535229925039,NA,A1,NA,Dalea purpurea,1
A1,80.6648648648649,0.970465885295036,0.0515077833568224,NA,A1,NA,Dalea purpurea,1
A1,80.6747747747748,0.969965966095617,0.0515752148652541,0.0515752148652541,A1,NA,Dalea purpurea,1
A1,80.6846846846847,0.969465676063465,0.0516530750269827,0.0515787406055927,A1,NA,Dalea purpurea,1
A1,80.6945945945946,0.968964562054384,0.0517386213511917,0.0515822663459313,A1,NA,Dalea purpurea,1
A1,80.7045045045045,0.968462180402665,0.0518291113470649,0.0515857920862699,A1,NA,Dalea purpurea,1
A1,80.7144144144144,0.967958360119619,0.0519218025237859,0.0515893178266085,A1,NA,Dalea purpurea,1
A1,80.7243243243243,0.967453237243604,0.0520139523905384,0.0515928435669471,A1,NA,Dalea purpurea,1
A1,80.7342342342342,0.966946964191799,0.0521028184565061,0.0515963693072857,A1,NA,Dalea purpurea,1
A1,80.7441441441441,0.966439693381382,0.0521856582308729,0.0515998950476243,A1,NA,Dalea purpurea,1
A1,80.7540540540541,0.965931577229533,0.0522597653878652,0.0516034207879629,A1,NA,Dalea purpurea,1
A1,80.763963963964,0.965422768153428,0.0523243976286629,0.0516069465283015,A1,NA,Dalea purpurea,1
A1,80.7738738738739,0.964913418570247,0.0523815120409522,0.0516104722686401,A1,NA,Dalea purpurea,1
A1,80.7837837837838,0.964403680897168,0.0524332435243406,0.0516139980089787,A1,NA,Dalea purpurea,1
A1,80.7936936936937,0.963893707551369,0.0524817269784359,0.0516175237493173,A1,NA,Dalea purpurea,1
A1,80.8036036036036,0.963383646100316,0.0525290973028458,0.0516210494896559,A1,NA,Dalea purpurea,1
A1,80.8135135135135,0.962873407763804,0.0525774893971779,0.0516245752299945,A1,NA,Dalea purpurea,1
A1,80.8234234234234,0.962362565797335,0.05262903816104,0.0516281009703331,A1,NA,Dalea purpurea,1
A1,80.8333333333333,0.961850667464987,0.0526858784940393,0.0516316267106717,A1,NA,Dalea purpurea,1
A1,80.8432432432432,0.961337260030839,0.0527501452957846,0.0516351524510103,A1,NA,Dalea purpurea,1
A1,80.8531531531531,0.960821890758969,0.0528239685381903,0.0516386781913489,A1,NA,Dalea purpurea,1
A1,80.8630630630631,0.960304106913456,0.0529084661618386,0.0516422039316875,A1,NA,Dalea purpurea,1
A1,80.872972972973,0.959783455758378,0.0530026683925937,0.0516457296720261,A1,NA,Dalea purpurea,1
A1,80.8828828828829,0.959259484557814,0.0531053851599778,0.0516492554123647,A1,NA,Dalea purpurea,1
A1,80.8927927927928,0.958731740575842,0.0532154263935154,0.0516527811527033,A1,NA,Dalea purpurea,1
A1,80.9027027027027,0.958199774809689,0.0533316020227301,0.0516563068930419,A1,NA,Dalea purpurea,1
A1,80.9126126126126,0.957663502722556,0.0534527219771454,0.0516598326333805,A1,NA,Dalea purpurea,1
A1,80.9225225225225,0.957123504969516,0.0535775961862854,0.0516633583737191,A1,NA,Dalea purpurea,1
A1,80.9324324324324,0.956580432997215,0.0537050345796736,0.0516668841140576,A1,NA,Dalea purpurea,1
A1,80.9423423423423,0.956034938252296,0.0538338470868341,0.0516704098543963,A1,NA,Dalea purpurea,1
A1,80.9522522522523,0.955487672181405,0.05396284363729,0.0516739355947348,A1,NA,Dalea purpurea,1
A1,80.9621621621622,0.954939286231188,0.0540908203923455,0.0516774613350734,A1,NA,Dalea purpurea,1
A1,80.9720720720721,0.954390431848288,0.0542173321188507,0.051680987075412,A1,NA,Dalea purpurea,1
A1,80.981981981982,0.95384176047935,0.0543421118237553,0.0516845128157506,A1,NA,Dalea purpurea,1
A1,80.9918918918919,0.953293923571019,0.0544648925140092,0.0516880385560892,A1,NA,Dalea purpurea,1
A1,81.0018018018018,0.952747571462182,0.0545854071965622,0.0516915642964278,A1,NA,Dalea purpurea,1
A1,81.0117117117117,0.952203054704694,0.0547033888783645,0.0516950900367664,A1,NA,Dalea purpurea,1
A1,81.0216216216216,0.951660019870156,0.054818570566365,0.051698615777105,A1,NA,Dalea purpurea,1
A1,81.0315315315315,0.95111801258571,0.054930685267515,0.0517021415174436,A1,NA,Dalea purpurea,1
A1,81.0414414414414,0.950576578478499,0.0550394659887631,0.0517056672577822,A1,NA,Dalea purpurea,1
A1,81.0513513513513,0.950035263175668,0.0551446457370593,0.0517091929981208,A1,NA,Dalea purpurea,1
A1,81.0612612612613,0.949493612304359,0.0552460930141525,0.0517127187384594,A1,NA,Dalea purpurea,1
A1,81.0711711711712,0.948951171491715,0.0553431032349576,0.051716244478798,A1,NA,Dalea purpurea,1
A1,81.0810810810811,0.948407486364881,0.0554347315199675,0.0517197702191366,A1,NA,Dalea purpurea,1
A1,81.090990990991,0.947862102550999,0.0555200329896749,0.0517232959594752,A1,NA,Dalea purpurea,1
A1,81.1009009009009,0.947314565752683,0.0555980627645723,0.0517268216998138,A1,NA,Dalea purpurea,1
A1,81.1108108108108,0.946764551781378,0.0556678759651528,0.0517303474401524,A1,NA,Dalea purpurea,1
A1,81.1207207207207,0.946212133491779,0.0557285277119088,0.051733873180491,A1,NA,Dalea purpurea,1
A1,81.1306306306306,0.945657459207747,0.055779073125333,0.0517373989208296,A1,NA,Dalea purpurea,1
A1,81.1405405405405,0.945100677253136,0.0558185673259181,0.0517409246611682,A1,NA,Dalea purpurea,1
A1,81.1504504504504,0.944541935951807,0.0558460654341568,0.0517444504015068,A1,NA,Dalea purpurea,1
A1,81.1603603603604,0.943981383627617,0.0558608679393311,0.0517479761418454,A1,NA,Dalea purpurea,1
A1,81.1702702702703,0.943419168604423,0.0558641191470072,0.051751501882184,A1,NA,Dalea purpurea,1
A1,81.1801801801802,0.942855439206083,0.0558575492514719,0.0517550276225226,A1,NA,Dalea purpurea,1
A1,81.1900900900901,0.942290343756454,0.0558428884470121,0.0517585533628612,A1,NA,Dalea purpurea,1
A1,81.2,0.941724030579395,0.0558218669279147,0.0517620791031998,A1,NA,Dalea purpurea,1
A1,81.2099099099099,0.941156671170937,0.0557962148884665,0.0517656048435384,A1,NA,Dalea purpurea,1
A1,81.2198198198198,0.940588529715816,0.0557676625229544,0.051769130583877,A1,NA,Dalea purpurea,1
A1,81.2297297297297,0.940019893570941,0.0557379400256652,0.0517726563242156,A1,NA,Dalea purpurea,1
A1,81.2396396396396,0.93945105009322,0.0557087775908859,0.0517761820645542,A1,NA,Dalea purpurea,1
A1,81.2495495495495,0.938882286639563,0.0556819054129032,0.0517797078048928,A1,NA,Dalea purpurea,1
A1,81.2594594594594,0.938313890566878,0.055658809698712,0.0517832335452314,A1,NA,Dalea purpurea,1
A1,81.2693693693694,0.937746149232076,0.0556390083967381,0.05178675928557,A1,NA,Dalea purpurea,1
A1,81.2792792792793,0.937179349992063,0.0556212578882798,0.0517902850259086,A1,NA,Dalea purpurea,1
A1,81.2891891891892,0.936613780203752,0.0556043145546358,0.0517938107662472,A1,NA,Dalea purpurea,1
A1,81.2990990990991,0.93604972722405,0.0555869347771045,0.0517973365065858,A1,NA,Dalea purpurea,1
A1,81.309009009009,0.935487445534131,0.0555678749369845,0.0518008622469244,A1,NA,Dalea purpurea,1
A1,81.3189189189189,0.934927016655928,0.0555458914155743,0.051804387987263,A1,NA,Dalea purpurea,1
A1,81.3288288288288,0.934368465433605,0.0555197405941724,0.0518079137276016,A1,NA,Dalea purpurea,1
A1,81.3387387387387,0.93381181667845,0.0554881788540772,0.0518114394679402,A1,NA,Dalea purpurea,1
A1,81.3486486486486,0.933257095201753,0.0554499625765875,0.0518149652082788,A1,NA,Dalea purpurea,1
A1,81.3585585585586,0.932704325814804,0.0554038899834902,0.0518184909486174,A1,NA,Dalea purpurea,1
A1,81.3684684684685,0.93215353332889,0.0553495874392373,0.051822016688956,A1,NA,Dalea purpurea,1
A1,81.3783783783784,0.931604742555301,0.0552871861306623,0.0518255424292946,A1,NA,Dalea purpurea,1
A1,81.3882882882883,0.931057978305325,0.0552168172445983,0.0518290681696332,A1,NA,Dalea purpurea,1
A1,81.3981981981982,0.930513265390252,0.0551386119678789,0.0518325939099718,A1,NA,Dalea purpurea,1
A1,81.4081081081081,0.929970605999714,0.0550527014873363,0.0518361196503104,A1,NA,Dalea purpurea,1
A1,81.418018018018,0.929429844561345,0.0549592169898052,0.051839645390649,A1,NA,Dalea purpurea,1
A1,81.4279279279279,0.928890758320492,0.0548582896621185,0.0518431711309876,A1,NA,Dalea purpurea,1
A1,81.4378378378378,0.928353124274255,0.0547500506911086,0.0518466968713262,A1,NA,Dalea purpurea,1
A1,81.4477477477477,0.927816719419734,0.05463463126361,0.0518502226116648,A1,NA,Dalea purpurea,1
A1,81.4576576576576,0.927281320754028,0.0545122655302015,0.0518537483520034,A1,NA,Dalea purpurea,1
A1,81.4675675675676,0.926746705274238,0.0543838428663651,0.051857274092342,A1,NA,Dalea purpurea,1
A1,81.4774774774775,0.926212649977462,0.054250461696251,0.0518607998326806,A1,NA,Dalea purpurea,1
A1,81.4873873873874,0.925678931860802,0.0541132204440095,0.0518643255730192,A1,NA,Dalea purpurea,1
A1,81.4972972972973,0.925145327921356,0.0539732175337909,0.0518678513133578,A1,NA,Dalea purpurea,1
A1,81.5072072072072,0.924611640619131,0.0538315513897455,0.0518713770536963,A1,NA,Dalea purpurea,1
A1,81.5171171171171,0.924077911675932,0.0536893204360235,0.0518749027940349,A1,NA,Dalea purpurea,1
A1,81.527027027027,0.923544313907747,0.0535476230967752,0.0518784285343735,A1,NA,Dalea purpurea,1
A1,81.5369369369369,0.923011021473333,0.0534075577961509,0.0518819542747121,A1,NA,Dalea purpurea,1
A1,81.5468468468468,0.922478208531446,0.0532702229583007,0.0518854800150508,A1,NA,Dalea purpurea,1
A1,81.5567567567568,0.921946049240846,0.0531366521688528,0.0518890057553893,A1,NA,Dalea purpurea,1
A1,81.5666666666667,0.921414717760289,0.0530071949233214,0.0518925314957279,A1,NA,Dalea purpurea,1
A1,81.5765765765766,0.920884388248533,0.0528818046802607,0.0518960572360665,A1,NA,Dalea purpurea,1
A1,81.5864864864865,0.920355234864334,0.0527604327516331,0.0518995829764051,A1,NA,Dalea purpurea,1
A1,81.5963963963964,0.919827431766452,0.0526430304493996,0.0519031087167437,A1,NA,Dalea purpurea,1
A1,81.6063063063063,0.919301149156323,0.0525295490855232,0.0519066344570823,A1,NA,Dalea purpurea,1
A1,81.6162162162162,0.918776505778721,0.0524199399719663,0.0519101601974209,A1,NA,Dalea purpurea,1
A1,81.6261261261261,0.918253584393359,0.0523141544206897,0.0519136859377595,A1,NA,Dalea purpurea,1
A1,81.636036036036,0.917732467021562,0.0522121437436569,0.0519172116780981,A1,NA,Dalea purpurea,1
A1,81.6459459459459,0.91721323568465,0.052113859252829,0.0519207374184367,A1,NA,Dalea purpurea,1
A1,81.6558558558558,0.916695972403949,0.05201923094494,0.0519242631587753,A1,NA,Dalea purpurea,1
A1,81.6657657657658,0.91618075920078,0.0519277888991139,0.0519277888991139,A1,NA,Dalea purpurea,1
A1,81.6756756756757,0.915667678096466,0.0518386798115301,NA,A1,NA,Dalea purpurea,1
A1,81.6855855855856,0.915156811112332,0.0517510422737816,NA,A1,NA,Dalea purpurea,1
A1,81.6954954954955,0.9146482402697,0.0516640148774606,NA,A1,NA,Dalea purpurea,1
A1,81.7054054054054,0.914142038128359,0.0515767362141596,NA,A1,NA,Dalea purpurea,1
A1,81.7153153153153,0.913638099888151,0.0514883448754711,NA,A1,NA,Dalea purpurea,1
A1,81.7252252252252,0.913136163231906,0.0513979794529874,NA,A1,NA,Dalea purpurea,1
A1,81.7351351351351,0.912635960367031,0.0513047785383012,NA,A1,NA,Dalea purpurea,1
A1,81.745045045045,0.91213722350093,0.0512078807230045,NA,A1,NA,Dalea purpurea,1
A1,81.754954954955,0.911639684841011,0.0511064588798641,NA,A1,NA,Dalea purpurea,1
A1,81.7648648648649,0.911143076594681,0.0510005374281578,NA,A1,NA,Dalea purpurea,1
A1,81.7747747747748,0.910647130969344,0.0508909333450255,NA,A1,NA,Dalea purpurea,1
A1,81.7846846846847,0.910151580172407,0.0507784928326109,NA,A1,NA,Dalea purpurea,1
A1,81.7945945945946,0.909656156411277,0.0506640620930577,NA,A1,NA,Dalea purpurea,1
A1,81.8045045045045,0.909160596858472,0.0505484873285096,NA,A1,NA,Dalea purpurea,1
A1,81.8144144144144,0.908664781522852,0.0504326147411099,NA,A1,NA,Dalea purpurea,1
A1,81.8243243243243,0.908168751243193,0.0503172905330029,NA,A1,NA,Dalea purpurea,1
A1,81.8342342342342,0.907672555437981,0.0502033609063318,NA,A1,NA,Dalea purpurea,1
A1,81.8441441441441,0.907176243525701,0.0500916720632403,NA,A1,NA,Dalea purpurea,1
A1,81.854054054054,0.906679864924841,0.0499830601644675,NA,A1,NA,Dalea purpurea,1
A1,81.863963963964,0.906183469053886,0.0498779303328149,NA,A1,NA,Dalea purpurea,1
A1,81.8738738738739,0.905687105331323,0.0497763510145762,NA,A1,NA,Dalea purpurea,1
A1,81.8837837837838,0.905190823175639,0.0496783786028871,NA,A1,NA,Dalea purpurea,1
A1,81.8936936936937,0.90469467200532,0.049584069490883,NA,A1,NA,Dalea purpurea,1
A1,81.9036036036036,0.904198702544651,0.0494934800716993,NA,A1,NA,Dalea purpurea,1
A1,81.9135135135135,0.903703029155154,0.0494066667384717,NA,A1,NA,Dalea purpurea,1
A1,81.9234234234234,0.903207857196135,0.0493236858843355,NA,A1,NA,Dalea purpurea,1
A1,81.9333333333333,0.902713399025158,0.0492445939024264,NA,A1,NA,Dalea purpurea,1
A1,81.9432432432432,0.902219866999788,0.0491694471858798,NA,A1,NA,Dalea purpurea,1
A1,81.9531531531532,0.901727473477592,0.049098304232916,NA,A1,NA,Dalea purpurea,1
A1,81.9630630630631,0.901236430816135,0.0490314173949569,NA,A1,NA,Dalea purpurea,1
A1,81.972972972973,0.90074695137298,0.0489687318530631,NA,A1,NA,Dalea purpurea,1
A1,81.9828828828829,0.900259247505694,0.0489101212856928,NA,A1,NA,Dalea purpurea,1
A1,81.9927927927928,0.899773531571842,0.048855459371305,NA,A1,NA,Dalea purpurea,1
A1,82.0027027027027,0.899290014353908,0.0488046197883585,NA,A1,NA,Dalea purpurea,1
A1,82.0126126126126,0.898808752859805,0.0487574762153118,NA,A1,NA,Dalea purpurea,1
A1,82.0225225225225,0.898329523441357,0.048713902330624,NA,A1,NA,Dalea purpurea,1
A1,82.0324324324324,0.897852072582181,0.0486737718127537,NA,A1,NA,Dalea purpurea,1
A1,82.0423423423423,0.8973761467659,0.0486369583401595,NA,A1,NA,Dalea purpurea,1
A1,82.0522522522522,0.896901492476132,0.0486033355913004,NA,A1,NA,Dalea purpurea,1
A1,82.0621621621622,0.896427856196497,0.04857235370163,NA,A1,NA,Dalea purpurea,1
A1,82.0720720720721,0.895954984410615,0.048543443855977,NA,A1,NA,Dalea purpurea,1
A1,82.081981981982,0.895482623602107,0.0485161306066423,NA,A1,NA,Dalea purpurea,1
A1,82.0918918918919,0.895010520254592,0.0484899385059268,NA,A1,NA,Dalea purpurea,1
A1,82.1018018018018,0.894538421159264,0.0484643921061316,NA,A1,NA,Dalea purpurea,1
A1,82.1117117117117,0.894066156344686,0.0484390159595574,NA,A1,NA,Dalea purpurea,1
A1,82.1216216216216,0.893593751303051,0.0484133346185052,NA,A1,NA,Dalea purpurea,1
A1,82.1315315315315,0.893121259554287,0.0483868726352759,NA,A1,NA,Dalea purpurea,1
A1,82.1414414414414,0.892648734618322,0.0483591545621704,NA,A1,NA,Dalea purpurea,1
A1,82.1513513513514,0.892176230015084,0.0483297049514896,NA,A1,NA,Dalea purpurea,1
A1,82.1612612612613,0.8917037992645,0.0482985615822962,NA,A1,NA,Dalea purpurea,1
A1,82.1711711711712,0.891231495886498,0.0482666916286287,NA,A1,NA,Dalea purpurea,1
A1,82.1810810810811,0.890759373401004,0.0482351324615281,NA,A1,NA,Dalea purpurea,1
A1,82.190990990991,0.890287485327948,0.0482049214520354,NA,A1,NA,Dalea purpurea,1
A1,82.2009009009009,0.889815885155015,0.0481770959711914,NA,A1,NA,Dalea purpurea,1
A1,82.2108108108108,0.88934457078807,0.0481526933900372,NA,A1,NA,Dalea purpurea,1
A1,82.2207207207207,0.888873370518148,0.0481327510796138,NA,A1,NA,Dalea purpurea,1
A1,82.2306306306306,0.888402080396242,0.048118306410962,NA,A1,NA,Dalea purpurea,1
A1,82.2405405405405,0.887930496473349,0.0481103967551228,NA,A1,NA,Dalea purpurea,1
A1,82.2504504504504,0.887458414800466,0.0481100594831371,NA,A1,NA,Dalea purpurea,1
A1,82.2603603603604,0.886985631428587,0.0481179905093913,NA,A1,NA,Dalea purpurea,1
A1,82.2702702702703,0.886511942408709,0.0481336466344962,0.0481336466344962,A1,NA,Dalea purpurea,1
A1,82.2801801801802,0.886037143791827,0.0481562257126676,0.0481411119417784,A1,NA,Dalea purpurea,1
A1,82.2900900900901,0.885561031628938,0.048184925598121,0.0481485772490607,A1,NA,Dalea purpurea,1
A1,82.3,0.885083401971038,0.0482189441450723,0.0481560425563429,A1,NA,Dalea purpurea,1
A1,82.3099099099099,0.884604133146011,0.048257479207737,0.0481635078636252,A1,NA,Dalea purpurea,1
A1,82.3198198198198,0.884123432589292,0.048299728640331,0.0481709731709074,A1,NA,Dalea purpurea,1
A1,82.3297297297297,0.883641590013204,0.0483448902970698,0.0481784384781897,A1,NA,Dalea purpurea,1
A1,82.3396396396396,0.883158895130071,0.0483921620321693,0.0481859037854719,A1,NA,Dalea purpurea,1
A1,82.3495495495496,0.882675637652218,0.0484407416998449,0.0481933690927542,A1,NA,Dalea purpurea,1
A1,82.3594594594595,0.882192107291967,0.0484899380829975,0.0482008344000364,A1,NA,Dalea purpurea,1
A1,82.3693693693694,0.881708593761642,0.0485397204951425,0.0482082997073186,A1,NA,Dalea purpurea,1
A1,82.3792792792793,0.881225386773567,0.0485902757755171,0.0482157650146009,A1,NA,Dalea purpurea,1
A1,82.3891891891892,0.880742776040066,0.0486417907633587,0.0482232303218831,A1,NA,Dalea purpurea,1
A1,82.3990990990991,0.880261051273461,0.0486944522979047,0.0482306956291654,A1,NA,Dalea purpurea,1
A1,82.409009009009,0.879780426848273,0.0487484472183926,0.0482381609364476,A1,NA,Dalea purpurea,1
A1,82.4189189189189,0.879300720786847,0.0488039623640595,0.0482456262437299,A1,NA,Dalea purpurea,1
A1,82.4288288288288,0.878821621229153,0.0488611845741429,0.0482530915510121,A1,NA,Dalea purpurea,1
A1,82.4387387387387,0.878342816239826,0.0489203006878802,0.0482605568582944,A1,NA,Dalea purpurea,1
A1,82.4486486486486,0.877863993883498,0.0489814975445087,0.0482680221655766,A1,NA,Dalea purpurea,1
A1,82.4585585585586,0.877384842224803,0.0490447723595538,0.0482754874728589,A1,NA,Dalea purpurea,1
A1,82.4684684684685,0.876905049328376,0.0491091481683877,0.0482829527801411,A1,NA,Dalea purpurea,1
A1,82.4783783783784,0.876424303258849,0.0491733762673369,0.0482904180874233,A1,NA,Dalea purpurea,1
A1,82.4882882882883,0.875942292080856,0.0492362079527276,0.0482978833947056,A1,NA,Dalea purpurea,1
A1,82.4981981981982,0.875458703859032,0.0492963945208864,0.0483053487019878,A1,NA,Dalea purpurea,1
A1,82.5081081081081,0.874973268998414,0.0493526872681397,0.0483128140092701,A1,NA,Dalea purpurea,1
A1,82.518018018018,0.874486013183347,0.0494038374908138,0.0483202793165523,A1,NA,Dalea purpurea,1
A1,82.5279279279279,0.873997087841624,0.0494485964852352,0.0483277446238346,A1,NA,Dalea purpurea,1
A1,82.5378378378378,0.873506644865681,0.0494857155477303,0.0483352099311168,A1,NA,Dalea purpurea,1
A1,82.5477477477477,0.873014836147953,0.0495139459746256,0.0483426752383991,A1,NA,Dalea purpurea,1
A1,82.5576576576577,0.872521813580876,0.0495323262373635,0.0483501405456813,A1,NA,Dalea purpurea,1
A1,82.5675675675676,0.872027729056885,0.0495418270415816,0.0483576058529636,A1,NA,Dalea purpurea,1
A1,82.5774774774775,0.871532734468415,0.0495441069016087,0.0483650711602458,A1,NA,Dalea purpurea,1
A1,82.5873873873874,0.871036981707901,0.0495408243317736,0.048372536467528,A1,NA,Dalea purpurea,1
A1,82.5972972972973,0.870540622667779,0.0495336378464052,0.0483800017748103,A1,NA,Dalea purpurea,1
A1,82.6072072072072,0.870043796879519,0.0495242059598324,0.0483874670820925,A1,NA,Dalea purpurea,1
A1,82.6171171171171,0.869546527724989,0.049514187186384,0.0483949323893748,A1,NA,Dalea purpurea,1
A1,82.627027027027,0.869048774946401,0.0495052400403887,0.048402397696657,A1,NA,Dalea purpurea,1
A1,82.6369369369369,0.868550497634124,0.0494990230361755,0.0484098630039393,A1,NA,Dalea purpurea,1
A1,82.6468468468468,0.868051654878524,0.0494971946880732,0.0484173283112215,A1,NA,Dalea purpurea,1
A1,82.6567567567567,0.867552205769968,0.049501247204391,0.0484247936185038,A1,NA,Dalea purpurea,1
A1,82.6666666666667,0.867052109398824,0.0495109768263238,0.048432258925786,A1,NA,Dalea purpurea,1
A1,82.6765765765766,0.866551324855457,0.0495252467191361,0.0484397242330683,A1,NA,Dalea purpurea,1
A1,82.6864864864865,0.866049811230236,0.0495429151289773,0.0484471895403505,A1,NA,Dalea purpurea,1
A1,82.6963963963964,0.865547527613528,0.0495628403019968,0.0484546548476327,A1,NA,Dalea purpurea,1
A1,82.7063063063063,0.865044453199048,0.0495838804843438,0.048462120154915,A1,NA,Dalea purpurea,1
A1,82.7162162162162,0.864540828582649,0.0496048939221677,0.0484695854621972,A1,NA,Dalea purpurea,1
A1,82.7261261261261,0.864037077165853,0.0496247388616179,0.0484770507694795,A1,NA,Dalea purpurea,1
A1,82.736036036036,0.86353362610124,0.0496422735488437,0.0484845160767617,A1,NA,Dalea purpurea,1
A1,82.7459459459459,0.863030902541394,0.0496563562299943,0.048491981384044,A1,NA,Dalea purpurea,1
A1,82.7558558558559,0.862529333638898,0.0496658534516145,0.0484994466913262,A1,NA,Dalea purpurea,1
A1,82.7657657657658,0.862029346546333,0.0496700307588532,0.0485069119986085,A1,NA,Dalea purpurea,1
A1,82.7756756756757,0.861531368416282,0.0496687745063326,0.0485143773058907,A1,NA,Dalea purpurea,1
A1,82.7855855855856,0.861035826401327,0.0496619862178341,0.048521842613173,A1,NA,Dalea purpurea,1
