Data File Name,2100 expert_DNA 7500_DE34903367_2015-04-21_13-23-20.xad
Data File Path,C:\Users\GEGC\Desktop
Date Created,"Tuesday, April 21, 2015 06:23:20"
Date Last Modified,"Tuesday, April 21, 2015 06:56:25"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,DNA 7500 Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,DNA 7500
Assay Version,2.3
 
Number of Samples Run,12
 
Sample Name,13
Number of Events,1481
 
Time,Value
20,-9.712219E-03
20.05,-9.712219E-03
20.1,-9.712219E-03
20.15,-9.712219E-03
20.2,-9.712219E-03
20.25,-9.712219E-03
20.3,-9.712219E-03
20.35,-9.712219E-03
20.4,-9.712219E-03
20.45,-9.712219E-03
20.5,-9.712219E-03
20.55,-9.712219E-03
20.6,-9.712219E-03
20.65,-9.712219E-03
20.7,-9.712219E-03
20.75,-9.712219E-03
20.8,-9.712219E-03
20.85,-9.712219E-03
20.9,-9.712219E-03
20.95,-9.712219E-03
21,-9.712219E-03
21.05,-9.712219E-03
21.1,-9.712219E-03
21.15,-9.712219E-03
21.2,-9.712219E-03
21.25,-9.712219E-03
21.3,-9.712219E-03
21.35,-9.712219E-03
21.4,-9.712219E-03
21.45,-9.712219E-03
21.5,-9.712219E-03
21.55,-9.712219E-03
21.6,-9.712219E-03
21.65,-9.712219E-03
21.7,-9.712219E-03
21.75,-9.712219E-03
21.8,-9.712219E-03
21.85,-9.712219E-03
21.9,-9.712219E-03
21.95,-9.712219E-03
22,-3.255138E-02
22.05,-4.186209E-02
22.1,-1.709843E-02
22.15,1.458915E-02
22.2,3.740099E-04
22.25,-2.036641E-02
22.3,-3.936268E-02
22.35,-7.675543E-02
22.4,-0.103546
22.45,-0.1156312
22.5,-0.1132957
22.55,-0.1059411
22.6,-0.1337712
22.65,-0.1721949
22.7,-0.1415868
22.75,-0.0798286
22.8,-5.260972E-02
22.85,-0.0349207
22.9,-0.0114755
22.95,-1.793777E-02
23,-3.135432E-02
23.05,-9.144973E-02
23.1,-0.1165294
23.15,-0.1340507
23.2,-0.1325665
23.25,-0.1184905
23.3,-0.1071557
23.35,-0.1021254
23.4,-0.1076992
23.45,-0.1269301
23.5,-0.1409592
23.55,-0.1740576
23.6,-0.1922029
23.65,-0.185456
23.7,-0.1862262
23.75,-0.2259646
23.8,-0.2169031
23.85,-0.1603974
23.9,-9.050443E-02
23.95,-0.0453186
24,-4.295664E-02
24.05,-6.227981E-02
24.1,-7.888423E-02
24.15,-0.1316643
24.2,-0.1896408
24.25,-0.1973131
24.3,-0.226818
24.35,-0.2313673
24.4,-0.23293
24.45,-0.2391735
24.5,-0.2027977
24.55,-0.1457496
24.6,-0.1076421
24.65,-8.711164E-02
24.7,-8.002811E-02
24.75,-9.414551E-02
24.8,-0.1254278
24.85,-0.1717856
24.9,-0.2379089
24.95,-0.2705344
25,-0.3010155
25.05,-0.3002323
25.1,-0.2855377
25.15,-0.2683164
25.2,-0.2444083
25.25,-0.208707
25.3,-0.1764444
25.35,-0.1656021
25.4,-0.1642689
25.45,-0.1540557
25.5,-0.1479115
25.55,-0.1585324
25.6,-0.1823497
25.65,-0.2106454
25.7,-0.260118
25.75,-0.311112
25.8,-0.3326122
25.85,-0.3651969
25.9,-0.3862658
25.95,-0.3914569
26,-0.3978056
26.05,-0.4081264
26.1,-0.3504082
26.15,-0.3535703
26.2,-0.3129409
26.25,-0.2894289
26.3,-0.3035846
26.35,-0.3170933
26.4,-0.3051703
26.45,-0.315972
26.5,-0.3663881
26.55,-0.3844809
26.6,-0.373862
26.65,-0.3311492
26.7,-0.3013354
26.75,-0.2828042
26.8,-0.2521034
26.85,-0.2529145
26.9,-0.2907934
26.95,-0.29948
27,-0.3105192
27.05,-0.3343361
27.1,-0.3696326
27.15,-0.3867201
27.2,-0.3633744
27.25,-0.3666413
27.3,-0.3902649
27.35,-0.4370942
27.4,-0.4689005
27.45,-0.4878174
27.5,-0.480135
27.55,-0.449277
27.6,-0.4278581
27.65,-0.4004819
27.7,-0.4501636
27.75,-0.4631349
27.8,-0.4746896
27.85,-0.4548343
27.9,-0.4190972
27.95,-0.4048538
28,-0.4097627
28.05,-0.450918
28.1,-0.4630901
28.15,-0.4905746
28.2,-0.5028912
28.25,-0.5028407
28.3,-0.4915934
28.35,-0.4705714
28.4,-0.467649
28.45,-0.4576043
28.5,-0.4557516
28.55,-0.490591
28.6,-0.5308667
28.65,-0.5435859
28.7,-0.5129671
28.75,-0.4449985
28.8,-0.3628268
