Data File Name,2100 expert_DNA 7500_DE34903367_2015-04-21_12-39-18.xad
Data File Path,C:\Users\GEGC\Desktop
Date Created,"Tuesday, April 21, 2015 05:39:17"
Date Last Modified,"Tuesday, April 21, 2015 06:16:44"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,DNA 7500 Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,DNA 7500
Assay Version,2.3
 
Number of Samples Run,12
 
Sample Name,Sample 12
Number of Events,1481
 
Time,Value
20,-7.318878E-02
20.05,-7.318878E-02
20.1,-7.318878E-02
20.15,-7.318878E-02
20.2,-7.318878E-02
20.25,-7.318878E-02
20.3,-7.318878E-02
20.35,-7.318878E-02
20.4,-7.318878E-02
20.45,-7.318878E-02
20.5,-7.318878E-02
20.55,-7.318878E-02
20.6,-7.318878E-02
20.65,-7.318878E-02
20.7,-7.318878E-02
20.75,-7.318878E-02
20.8,-7.318878E-02
20.85,-7.318878E-02
20.9,-7.318878E-02
20.95,-7.318878E-02
21,-7.318878E-02
21.05,-7.318878E-02
21.1,-7.318878E-02
21.15,-7.318878E-02
21.2,-7.318878E-02
21.25,-5.716466E-02
21.3,-7.756997E-02
21.35,-0.0842045
21.4,-8.055926E-02
21.45,-6.776442E-02
21.5,-4.583451E-02
21.55,-3.340192E-02
21.6,-1.793349E-02
21.65,8.305831E-03
21.7,8.526468E-03
21.75,-8.706557E-03
21.8,-3.764309E-02
21.85,-7.335799E-02
21.9,-9.124878E-02
21.95,-0.1009936
22,-0.1002061
22.05,-8.407475E-02
22.1,-7.060302E-02
22.15,-5.284028E-02
22.2,-0.0347692
22.25,-2.620711E-02
22.3,-2.352093E-02
22.35,-2.376168E-02
22.4,-2.629036E-02
22.45,-3.062402E-02
22.5,-1.453814E-02
22.55,0.0237921
22.6,7.920118E-02
22.65,0.1229519
22.7,0.129589
22.75,0.1160911
22.8,8.676182E-02
22.85,0.0317129
22.9,-2.227381E-02
22.95,-6.557917E-02
23,-9.176284E-02
23.05,-8.817056E-02
23.1,-7.252209E-02
23.15,-5.446707E-02
23.2,-4.144116E-02
23.25,-4.558502E-02
23.3,-0.0397146
23.35,-3.125975E-02
23.4,-2.877626E-02
23.45,-1.259796E-02
23.5,8.139911E-04
23.55,5.946411E-03
23.6,-6.225394E-03
23.65,-3.500858E-03
23.7,-0.0169227
23.75,-4.219007E-02
23.8,-6.137627E-02
23.85,-6.325258E-02
23.9,-6.667627E-02
23.95,-6.750855E-02
24,-3.685249E-02
24.05,-3.727968E-02
24.1,-3.736818E-02
24.15,-2.899506E-02
24.2,-1.650644E-02
24.25,-3.909361E-02
24.3,-6.267174E-02
24.35,-7.331764E-02
24.4,-7.572476E-02
24.45,-0.1010798
24.5,-0.1207952
24.55,-0.1183258
24.6,-0.1358075
24.65,-0.1459136
24.7,-0.1525976
24.75,-0.1592363
24.8,-0.1417609
24.85,-0.1148831
24.9,-8.607177E-02
24.95,-6.511126E-02
25,-9.307706E-02
25.05,-9.841858E-02
25.1,-9.075236E-02
25.15,-9.737706E-02
25.2,-9.119214E-02
25.25,-6.143965E-02
25.3,-1.992445E-02
25.35,-4.719873E-03
25.4,-6.586519E-04
25.45,-1.506333E-02
25.5,-4.565822E-02
25.55,-7.501879E-02
25.6,-8.318324E-02
25.65,-8.309998E-02
25.7,-0.0794775
25.75,-7.707039E-02
25.8,-8.565103E-02
25.85,-0.1011793
25.9,-0.1204189
25.95,-0.1204246
26,-0.1240678
26.05,-0.1230637
26.1,-0.1112362
26.15,-9.096099E-02
26.2,-8.459406E-02
26.25,-8.768806E-02
26.3,-9.615397E-02
26.35,-0.1059968
26.4,-0.1211461
26.45,-0.1352672
26.5,-0.1380477
26.55,-0.1333115
26.6,-0.1234254
26.65,-0.1087247
26.7,-8.900596E-02
26.75,-9.110434E-02
26.8,-8.929645E-02
26.85,-8.613496E-02
26.9,-0.1048375
26.95,-0.1169062
27,-0.1300297
27.05,-0.1453799
27.1,-0.1586039
27.15,-0.1531593
27.2,-0.1358851
27.25,-0.1101001
27.3,-8.602548E-02
27.35,-0.08171
27.4,-9.628905E-02
27.45,-0.1283177
27.5,-0.1354346
27.55,-0.1464615
27.6,-0.1406104
27.65,-9.961878E-02
27.7,-6.929629E-02
27.75,-5.388125E-02
27.8,-0.04932
27.85,-5.128882E-02
27.9,-8.887079E-02
27.95,-0.1237016
28,-0.1478529
28.05,-0.1495133
28.1,-0.1411959
28.15,-0.1260806
28.2,-0.1139742
28.25,-0.1306401
28.3,-0.1259715
28.35,-0.107663
28.4,-0.0901603
28.45,-0.1267266
28.5,-0.143772
28.55,-0.1497215
28.6,-0.1481287
28.65,-0.1471528
28.7,-0.159154
28.75,-0.1672658
28.8,-0.1640647
28.85,-0.1538644
28.9,-0.1554341
28.95,-0.1693853
29,-0.195181
29.05,-0.1706743
29.1,-0.1658059
