Data File Name,2100 expert_DNA 7500_DE34903367_2015-04-21_13-23-20.xad
Data File Path,C:\Users\GEGC\Desktop
Date Created,"Tuesday, April 21, 2015 06:23:20"
Date Last Modified,"Tuesday, April 21, 2015 06:56:25"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,DNA 7500 Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,DNA 7500
Assay Version,2.3
 
Number of Samples Run,12
 
Sample Name,16
Number of Events,1481
 
Time,Value
20,-4.759216E-02
20.05,-4.759216E-02
20.1,-4.759216E-02
20.15,-4.759216E-02
20.2,-4.759216E-02
20.25,-4.759216E-02
20.3,-4.759216E-02
20.35,-4.759216E-02
20.4,-4.759216E-02
20.45,-4.759216E-02
20.5,-4.759216E-02
20.55,-4.759216E-02
20.6,-4.759216E-02
20.65,-4.759216E-02
20.7,-4.759216E-02
20.75,-4.759216E-02
20.8,-4.759216E-02
20.85,-4.759216E-02
20.9,-4.759216E-02
20.95,-4.759216E-02
21,-4.759216E-02
21.05,-4.759216E-02
21.1,-4.759216E-02
21.15,-4.759216E-02
21.2,-4.759216E-02
21.25,-4.759216E-02
21.3,-4.759216E-02
21.35,-4.759216E-02
21.4,-4.759216E-02
21.45,-4.759216E-02
21.5,-4.759216E-02
21.55,-4.759216E-02
21.6,-4.759216E-02
21.65,-4.759216E-02
21.7,-4.759216E-02
21.75,-4.759216E-02
21.8,-4.759216E-02
21.85,-4.759216E-02
21.9,-4.759216E-02
21.95,-4.759216E-02
22,-4.759216E-02
22.05,-4.759216E-02
22.1,-4.759216E-02
22.15,-8.729918E-02
22.2,-0.1047995
22.25,-0.1051482
22.3,-5.816795E-02
22.35,-1.529986E-02
22.4,-8.556104E-03
22.45,-3.921864E-02
22.5,-6.145712E-02
22.55,-7.031721E-02
22.6,-7.532059E-02
22.65,-7.464609E-02
22.7,-7.217706E-02
22.75,-7.418733E-02
22.8,-7.461692E-02
22.85,-9.115466E-02
22.9,-8.590138E-02
22.95,-4.429262E-02
23,1.680873E-02
23.05,2.209441E-02
23.1,2.062357E-03
23.15,-2.458073E-02
23.2,-0.0598393
23.25,-0.0865464
23.3,-7.558803E-02
23.35,-6.654163E-02
23.4,-7.024382E-02
23.45,-8.109336E-02
23.5,-9.103438E-02
23.55,-8.439224E-02
23.6,-2.203245E-02
23.65,1.471544E-02
23.7,3.182687E-02
23.75,3.228182E-02
23.8,1.327256E-02
23.85,-3.367504E-02
23.9,-0.0893086
23.95,-0.1362001
24,-0.1618665
24.05,-0.1642439
24.1,-0.1497647
24.15,-0.1375248
24.2,-8.246479E-02
24.25,2.072219E-03
24.3,8.414934E-02
24.35,0.128136
24.4,0.1012344
24.45,-1.477494E-02
24.5,-8.076676E-02
24.55,-0.1148162
24.6,-0.127526
24.65,-0.1234368
24.7,-0.1006184
24.75,-9.944536E-02
24.8,-0.1247784
24.85,-0.1718483
24.9,-0.2278497
24.95,-0.2698815
25,-0.2487977
25.05,-0.2226337
25.1,-0.172998
25.15,-0.1114879
25.2,-7.310592E-02
25.25,-6.388554E-02
25.3,-9.086117E-02
25.35,-0.1410283
25.4,-0.2121704
25.45,-0.2848626
25.5,-0.2824283
25.55,-0.2829622
25.6,-0.2671398
25.65,-0.2313633
25.7,-0.1894172
25.75,-0.1702022
25.8,-0.1842911
25.85,-0.1656914
25.9,-0.1515819
25.95,-0.1268482
26,-8.074767E-02
26.05,-0.1069644
26.1,-0.1207181
26.15,-0.1323543
26.2,-0.1658379
26.25,-0.2212421
26.3,-0.263349
26.35,-0.2598375
26.4,-0.237248
26.45,-0.1966521
26.5,-0.1625289
26.55,-0.1593847
26.6,-0.1420078
26.65,-0.1369985
26.7,-0.165484
26.75,-0.2079766
26.8,-0.2428141
26.85,-0.2608944
26.9,-0.239758
26.95,-0.2404747
27,-0.2442934
27.05,-0.2276402
27.1,-0.1766473
27.15,-0.1686845
27.2,-0.1874758
27.25,-0.2061367
27.3,-0.2145035
27.35,-0.2099896
27.4,-0.1974633
27.45,-0.233202
27.5,-0.2472049
27.55,-0.2316369
27.6,-0.200937
27.65,-0.1834759
27.7,-0.1593625
27.75,-0.1351574
27.8,-0.1415597
27.85,-0.1798523
27.9,-0.2385507
27.95,-0.3039488
28,-0.307283
28.05,-0.3240796
28.1,-0.327925
28.15,-0.3023634
28.2,-0.2585387
28.25,-0.2365243
28.3,-0.2386165
28.35,-0.2290469
28.4,-0.2120093
28.45,-0.2069334
28.5,-0.2091435
28.55,-0.2518788
28.6,-0.244252
