Data File Name,2100 expert_DNA 7500_DE34903367_2015-04-21_12-39-18.xad
Data File Path,C:\Users\GEGC\Desktop
Date Created,"Tuesday, April 21, 2015 05:39:17"
Date Last Modified,"Tuesday, April 21, 2015 06:16:44"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,DNA 7500 Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,DNA 7500
Assay Version,2.3
 
Number of Samples Run,12
 
Sample Name,Sample 4
Number of Events,1481
 
Time,Value
20,1.332092E-02
20.05,1.332092E-02
20.1,1.332092E-02
20.15,1.332092E-02
20.2,1.332092E-02
20.25,1.332092E-02
20.3,1.332092E-02
20.35,1.332092E-02
20.4,1.332092E-02
20.45,1.332092E-02
20.5,1.332092E-02
20.55,1.332092E-02
20.6,1.332092E-02
20.65,1.332092E-02
20.7,1.332092E-02
20.75,1.332092E-02
20.8,1.332092E-02
20.85,1.332092E-02
20.9,1.332092E-02
20.95,1.332092E-02
21,1.332092E-02
21.05,1.332092E-02
21.1,1.332092E-02
21.15,1.332092E-02
21.2,1.332092E-02
21.25,1.332092E-02
21.3,1.332092E-02
21.35,1.332092E-02
21.4,1.332092E-02
21.45,1.332092E-02
21.5,1.332092E-02
21.55,1.332092E-02
21.6,1.332092E-02
21.65,1.332092E-02
21.7,1.332092E-02
21.75,0.027124
21.8,8.177787E-03
21.85,6.912268E-03
21.9,-6.151665E-03
21.95,-1.723509E-02
22,-4.338032E-02
22.05,-7.223082E-02
22.1,-9.579642E-02
22.15,-0.1208266
22.2,-0.1327937
22.25,-0.1403536
22.3,-0.1101841
22.35,-0.1030698
22.4,-9.122489E-02
22.45,-7.555033E-02
22.5,-9.489586E-02
22.55,-0.1038236
22.6,-9.259789E-02
22.65,-9.505814E-02
22.7,-9.984121E-02
22.75,-0.1161949
22.8,-0.1488666
22.85,-0.1838865
22.9,-0.1873561
22.95,-0.2155976
23,-0.2330756
23.05,-0.2234722
23.1,-0.2098975
23.15,-0.2005458
23.2,-0.1893984
23.25,-0.1859425
23.3,-0.1708356
23.35,-0.1517353
23.4,-0.1562622
23.45,-0.1831698
23.5,-0.2036847
23.55,-0.2092993
23.6,-0.2551089
23.65,-0.2669506
23.7,-0.2754062
23.75,-0.2707213
23.8,-0.2513535
23.85,-0.2277142
23.9,-0.2083727
23.95,-0.1892838
24,-0.1999387
24.05,-0.2441846
24.1,-0.2889306
24.15,-0.2989228
24.2,-0.2862723
24.25,-0.2688234
24.3,-0.2356202
24.35,-0.2347481
24.4,-0.2258192
24.45,-0.2452973
24.5,-0.2761991
24.55,-0.3008744
24.6,-0.3104875
24.65,-0.306032
24.7,-0.2927538
24.75,-0.2580591
24.8,-0.2545582
24.85,-0.2141384
24.9,-0.147378
24.95,-7.746782E-02
25,6.734848E-03
25.05,0.1097298
25.1,0.1937784
25.15,0.2320233
25.2,0.1552144
25.25,-3.985235E-03
25.3,-0.1801178
25.35,-0.3277389
25.4,-0.4310289
25.45,-0.4593133
25.5,-0.4375262
25.55,-0.3842581
25.6,-0.3423932
25.65,-0.3383122
25.7,-0.3704889
25.75,-0.4305758
25.8,-0.4728346
25.85,-0.4899986
25.9,-0.500124
25.95,-0.4821727
26,-0.4488532
26.05,-0.4376297
26.1,-0.4420308
26.15,-0.4583901
26.2,-0.4732208
26.25,-0.4531445
26.3,-0.4364375
26.35,-0.4276023
26.4,-0.4019297
26.45,-0.3676101
26.5,-0.3803238
26.55,-0.3927608
26.6,-0.4158413
26.65,-0.432357
26.7,-0.4385047
26.75,-0.4451098
26.8,-0.4601871
26.85,-0.4479844
26.9,-0.4444371
26.95,-0.429772
27,-0.4205785
27.05,-0.4244951
27.1,-0.4377978
27.15,-0.4531531
27.2,-0.453599
27.25,-0.4568876
27.3,-0.4787086
27.35,-0.489111
27.4,-0.4798687
27.45,-0.4656312
27.5,-0.4642921
27.55,-0.4488245
27.6,-0.4173385
27.65,-0.389025
27.7,-0.4025462
27.75,-0.4429117
27.8,-0.4758355
27.85,-0.4926483
27.9,-0.5483225
27.95,-0.5728617
28,-0.5879875
28.05,-0.6047313
28.1,-0.6289246
28.15,-0.6485184
28.2,-0.6389498
28.25,-0.6024938
28.3,-0.638404
28.35,-0.6536363
28.4,-0.6551036
28.45,-0.6638973
28.5,-0.6863737
28.55,-0.7090082
28.6,-0.7226207
28.65,-0.7270949
28.7,-0.7339956
28.75,-0.7290461
28.8,-0.6881532
28.85,-0.6307207
28.9,-0.5994866
28.95,-0.5710135
29,-0.5986179
29.05,-0.6440411
29.1,-0.6616352
29.15,-0.6553038
29.2,-0.635071
29.25,-0.6105325
29.3,-0.606655
29.35,-0.5968915
29.4,-0.5777928
29.45,-0.5847036
29.5,-0.6133074
29.55,-0.6539772
29.6,-0.7031629
29.65,-0.761555
29.7,-0.8010615
29.75,-0.7894152
29.8,-0.7372435
