accession,taxid
DQ115246.1,433004
DQ115244.1,314454
DQ115242.1,314453
DQ115240.1,433003
DQ115238.1,433002
DQ115236.1,240683
DQ115234.1,240683
DQ115232.1,314448
DQ115230.1,433001
DQ115228.1,314442
DQ115226.1,140839
DQ115224.1,433000
DQ115222.1,432999
DQ115220.1,234460
DQ115218.1,312756
DQ115216.1,432998
DQ115214.1,240694
DQ115212.1,432997
DQ115210.1,140832
DQ115208.1,432996
DQ115206.1,240689
DQ115204.1,432995
DQ115202.1,140826
DQ115200.1,312750
DQ115198.1,432994
DQ115196.1,432993
DQ115194.1,418299
DQ115192.1,140823
DQ115190.1,291500
DQ115188.1,203791
DQ115186.1,432992
DQ115184.1,314428
DQ115182.1,314426
DQ115180.1,432991
DQ115178.1,240669
DQ115176.1,312745
DQ115174.1,418163
DQ115172.1,432990
DQ115170.1,432988
DQ115168.1,312741
DQ115166.1,240685
DQ115164.1,69871
DQ115162.1,69871
DQ115160.1,234467
DQ115158.1,432987
DQ115156.1,432987
DQ115154.1,140806
DQ115152.1,240695
DQ115150.1,312740
DQ115148.1,312740
DQ115146.1,111420
DQ115144.1,140803
DQ115142.1,380462
DQ115140.1,312739
DQ115138.1,380461
DQ115136.1,312738
DQ115134.1,314410
DQ115132.1,432986
DQ115130.1,432985
DQ115128.1,432984
DQ115126.1,240692
DQ115124.1,240692
DQ115122.1,432983
DQ115120.1,100277
DQ115118.1,140797
DQ115116.1,140796
DQ115114.1,240691
DQ115112.1,432982
DQ115110.1,432982
DQ115108.1,240677
DQ115106.1,432981
DQ115104.1,432980
DQ115102.1,234466
DQ115100.1,234466
DQ115098.1,432978
DQ115096.1,240679
DQ115094.1,98862
DQ115092.1,432977
DQ115090.1,432976
DQ115088.1,314397
DQ115086.1,388565
DQ115084.1,432975
AY699644.1,291514
AY699643.1,291513
AY699642.1,291498
AY699641.1,291512
AY699640.1,291486
AY699639.1,291511
AY699638.1,291510
AY699637.1,98862
AY699636.1,291509
AY699635.1,291508
AY699634.1,291972
AY699633.1,291507
AY699632.1,291506
AY699631.1,291505
AY699630.1,291504
AY699629.1,291503
AY699628.1,291502
AY699627.1,291501
AY699626.1,140803
AY699625.1,291500
AY699624.1,291499
AY699623.1,291498
AY699622.1,291497
AY699621.1,291496
AY699620.1,291495
AY699619.1,291494
AY699618.1,291493
AY699617.1,291492
AY699616.1,291491
AY699615.1,291490
AY699614.1,291489
AY699613.1,291488
AY699612.1,291487
AY699611.1,291486
AY699610.1,291485
AF285062.1,140789
AF285061.1,140841
AF285060.1,100281
AF285059.1,140855
AF285058.1,140798
AF285056.1,140856
AF285055.1,140810
AF285054.1,140820
AF285053.1,140869
AF285052.1,140835
AF285051.1,140860
AF285050.1,912507
AF285049.1,140819
AF285048.1,140821
AF285047.1,140859
AF285046.1,140836
AF285045.1,140834
AF285044.1,140797
AF285043.1,140851
AF285042.1,140864
AF285041.1,140787
AF285040.1,140857
AF285039.1,140791
AF285038.1,140823
AF285037.1,140853
AF285036.1,140838
AF285035.1,140804
AF285034.1,140849
AF285033.1,140826
AF285032.1,140862
AF285031.1,140825
AF285030.1,140817
AF285029.1,140802
AF285028.1,69860
AF285027.1,140818
AF285026.1,140803
AF285025.1,140784
AF285023.1,140868
AF285022.1,140865
AF285021.1,140861
AF285020.1,140847
AF285019.1,140845
AF285018.1,140833
AF285017.1,140832
AF285016.1,140811
AF285015.1,140786
AF285014.1,69864
AF285013.1,140799
AF285012.1,140794
AF285011.1,140793
AF285010.1,140870
AF285009.1,140824
AF285008.1,140822
AF285007.1,140816
AF285006.1,140808
AF285005.1,111421
AF285004.1,140805
AF285003.1,140795
AF285002.1,140840
AF285001.1,140829
AF285000.1,140807
AF284999.1,140858
AF284998.1,140850
AF284997.1,140842
AF284996.1,140839
AF284995.1,140813
AF284994.1,140788
AF284993.1,140783
AF284992.1,140782
AF284991.1,140806
AF284990.1,140796
AF284989.1,140792
AF284987.1,140875
AF284983.1,140843
AF284982.1,140815
AF284981.1,140812
AF284980.1,140785
AF284979.1,140837
AF284978.1,69865
AF284977.1,69862
AF284976.1,140800
AF284975.1,140848
AF284974.1,140809
AF284973.1,140828
AF284972.1,140852
AF284971.1,140827
AF284970.1,69850
AF284969.1,140846
AF284968.1,140866
AF284967.1,100284
AF284966.1,140790
AF284965.1,140801
AF284964.1,69859
AF284963.1,140830
AF284962.1,140831
FJ980432.1,495260
FJ980431.1,165345
FJ980359.1,588669
FJ980318.1,648881
FJ980292.1,90167
FJ980290.1,648866
GU223902.1,858344
GU223901.1,858344
GU223900.1,858344
GU223899.1,858344
GU223898.1,858344
GU223897.1,858344
HM142303.1,144149
HM142302.1,502151
HM142301.1,903536
HM142300.1,540757
HM142299.1,20401
HM142298.1,20401
HM142297.1,90167
HM142296.1,903535
HM142295.1,903535
HM142294.1,903535
HM142293.1,903535
HM142292.1,903535
HM142291.1,903535
HM142290.1,119829
HM142289.1,119829
HM142288.1,119829
HM142287.1,119829
HM142286.1,119829
HM142285.1,119829
HM142284.1,119829
HM142283.1,119829
HM142282.1,119829
HM142281.1,649199
HM142280.1,649199
HM142279.1,649199
HM142278.1,649199
HM142277.1,649199
HM142276.1,649199
HM142275.1,649199
HM142274.1,649199
HM142273.1,649199
HM142272.1,649199
FJ409475.1,571921
FJ409474.1,571920
GU176166.1,768168
GU176165.1,502432
GU176164.1,234726
GU176163.1,234471
GU176162.1,502426
GU176161.1,140843
GU176160.1,768167
GU176159.1,234460
GU176158.1,234725
GU176157.1,513296
GU176156.1,768164
GU176155.1,502408
GU176154.1,475880
GU176153.1,140797
GU176152.1,442460
GU176151.1,768163
GU176150.1,502439
GU176149.1,768165
GU176148.1,372260
GU176147.1,768162
GU176146.1,240674
GU176145.1,502413
GU381423.1,751853
GU381419.1,39344
GU381418.1,182378
GQ223641.1,657491
GQ223640.1,657491
GQ223639.1,657491
GQ223638.1,301498
GQ223637.1,657490
GQ223636.1,657488
GQ223635.1,301497
GQ223634.1,657487
GQ223633.1,140850
GQ223632.1,644193
GQ223631.1,644193
GQ223630.1,657485
GQ223629.1,657484
GQ223628.1,234464
GQ223627.1,657483
GQ223626.1,657482
GQ223625.1,657481
GQ223624.1,657480
GQ223623.1,657479
GQ223622.1,657479
GQ223621.1,657476
GQ223620.1,657476
GQ223619.1,657476
GQ223618.1,657476
GQ223617.1,657476
GQ223616.1,657476
GQ223615.1,912461
GQ223614.1,912461
GQ223613.1,912461
GQ223612.1,912461
GQ223611.1,912461
GQ223610.1,301491
GQ223609.1,301491
GQ223608.1,301491
GQ223607.1,301491
GQ223606.1,301491
GQ223605.1,301493
GQ223604.1,657475
GQ223603.1,301492
GQ223602.1,301492
GQ223601.1,301492
GQ223600.1,301489
GQ223599.1,657474
GQ223598.1,657472
GQ223597.1,657472
GQ223596.1,140808
GQ223595.1,140808
GQ223594.1,140808
GQ223586.1,657489
GQ223585.1,657471
GQ223584.1,657471
GQ223583.1,657470
GQ223582.1,657469
GQ223581.1,241200
GQ223580.1,241200
GQ223579.1,657467
GQ223578.1,657466
GQ223577.1,644194
GQ223576.1,140788
GQ223575.1,657465
GQ223574.1,140788
GQ223573.1,657465
GQ223572.1,140788
GQ223571.1,657465
GQ223570.1,657466
GQ223569.1,657465
GQ223568.1,657466
GQ223567.1,657466
GQ223566.1,657465
GQ223565.1,301488
GQ223564.1,140788
GQ223563.1,140786
GQ223562.1,657464
FJ613404.1,666549
FJ613403.1,666548
FJ619273.1,665997
FJ236900.1,634090
FJ236899.1,634084
FJ236898.1,634086
FJ236897.1,210413
FJ236896.1,634091
FJ236895.1,634085
FJ236894.1,634088
FJ236893.1,634087
FJ236892.1,634089
FJ236891.1,634092
FJ236890.1,634093
FJ236889.1,634094
FJ236888.1,634083
FJ897730.1,634959
FJ897729.1,634959
EU331116.1,490646
EU331115.1,490646
EU331114.1,490645
EU331113.1,490645
EU331112.1,490644
EU331111.1,490644
EU331110.1,490644
EF590759.1,312758
EF590758.1,100277
AY426800.1,248515
AY426799.1,252458
AY426798.1,248514
AY426797.1,248513
AY426796.1,252457
AY426795.1,248512
AY426794.1,248511
AY426793.1,247881
AY426792.1,248510
AY426791.1,252456
AY426790.1,248509
AY426789.1,252455
AY426788.1,248508
AY426787.1,248507
AY426786.1,248506
AY426785.1,248505
AY426784.1,248504
AY426783.1,248503
AY426782.1,252454
AY426781.1,248502
AY426780.1,248501
AY426779.1,252453
AY426778.1,252452
AY426777.1,248500
AY280571.1,240695
AY280570.1,240694
AY280569.1,240693
AY280568.1,240692
AY280567.1,240691
AY280566.1,240690
AY280565.1,240689
AY280564.1,240688
AY280563.1,240687
AY280562.1,240686
AY280561.1,140840
AY280560.1,240685
AY280559.1,234467
AY280558.1,240684
AY280557.1,240683
AY280556.1,140839
AY280555.1,240682
AY280554.1,240681
AY280553.1,240680
AY280552.1,140806
AY280551.1,140803
AY280550.1,140796
AY280549.1,240679
AY280548.1,234465
AY280547.1,240678
AY280546.1,240677
AY280545.1,240676
AY280544.1,240675
AY280543.1,111420
AY280542.1,240674
AY280541.1,240673
AY280540.1,240672
AY280539.1,240671
AY280538.1,240670
AY280537.1,240669
AY280536.1,240668
AY280535.1,240667
AY280534.1,240666
AY280533.1,240665
AY280532.1,140792
AY280531.1,240664
AY280530.1,240663
AY280529.1,234466
AY280528.1,240662
AY280527.1,240661
AY280526.1,240660
AY116299.1,79824
GU557089.1,85679
GU557088.1,85679
GU557067.1,4588
GU557066.1,4588
GU338385.1,713682
GU338384.1,713682
GU338383.1,713683
GU338382.1,713683
GU338381.1,713683
GU338380.1,713683
GU338379.1,713684
GU338378.1,713684
GQ413950.1,225101
GQ413949.1,670328
GQ413948.1,670327
GQ413947.1,670326
GQ413946.1,670325
GQ413945.1,521744
GQ413944.1,556506
GQ413943.1,671148
GQ413942.1,499991
GQ413941.1,670324
FJ694754.1,234464
FJ694753.1,241202
FJ694752.1,140863
FJ694751.1,100286
FJ694750.1,502408
FJ694749.1,234476
FJ694748.1,442460
FJ694746.1,241224
FJ694745.1,140842
FJ694744.1,234464
FJ694743.1,15193
FJ694742.1,241197
FJ694741.1,140783
FJ694740.1,140782
FJ694739.1,614185
FJ694738.1,614184
FJ694737.1,502415
FJ694736.1,241225
FJ694734.1,241226
FJ694733.1,241215
FJ694732.1,140805
FJ694730.1,241224
FJ694729.1,241199
FJ694728.1,241211
FJ694727.1,614183
FJ694726.1,140809
FJ694725.1,140848
FJ694724.1,140822
FJ694723.1,140837
FJ694722.1,502412
FJ694721.1,241203
FJ694720.1,502401
FJ694719.1,241208
FJ694718.1,241232
FJ694717.1,140813
FJ694716.1,241195
FJ694715.1,614182
FJ694714.1,241230
FJ694712.1,140787
FJ694711.1,241237
FJ694710.1,241227
FJ694708.1,13399
FJ694707.1,241205
FJ694706.1,240661
FJ694705.1,372273
FJ694704.1,240695
FJ694703.1,240688
FJ694702.1,240688
FJ694701.1,140796
FJ694700.1,240674
FJ694699.1,240674
FJ694698.1,234465
FJ694697.1,140858
FJ694696.1,372257
FJ694695.1,240664
FJ694694.1,614181
FJ694693.1,234467
FJ694692.1,140866
FJ694691.1,240683
FJ694690.1,240682
FJ694689.1,502425
FJ694688.1,614180
FJ694687.1,614179
FJ694686.1,614178
EU247882.1,483235
EU247881.1,483229
EU247880.1,483229
EU247879.1,483229
EU247878.1,483229
EU247877.1,483228
EU247876.1,483228
EU247875.1,140816
EU247874.1,140816
EU247873.1,140816
EU247872.1,483234
EU247871.1,483234
EU247870.1,483227
EU247869.1,483227
EU247868.1,483227
EU247867.1,483227
EU247866.1,483227
EU049334.1,460149
EU049333.1,159659
EU053653.1,459757
AY620235.1,240664
AY620234.1,234466
AY620233.1,240662
AF521957.1,210411
AF521956.1,210413
AF521955.1,210415
AF521954.1,210412
AF521953.1,210414
AF521952.1,119826
AF521950.1,47064
U72792.1,52305
U72791.1,52303
U72409.1,52301
U72408.1,52301
U72407.1,52301
U72406.1,52311
U72405.1,52311
U71102.1,52311
U71101.1,52300
U71100.1,52295
U71099.1,48213
U71097.1,48211
KR150178.1,1727902
KR150152.1,1727901
KT599904.1,291498
KT599903.1,291498
KT599902.1,1747105
KT599901.1,1747105
KT599900.1,291499
KT599899.1,1747103
KT599898.1,1747103
KT599897.1,1747102
KT599896.1,1747104
KT599895.1,140803
KT599894.1,140803
KT599893.1,240684
JN402489.1,109221
JN402488.1,109221
JN402487.1,109221
JN402486.1,109221
JN402485.1,109221
JN402484.1,109221
JN402483.1,701553
JN402482.1,688285
JN402481.1,688285
JN402480.1,688285
JN402479.1,701552
JN402478.1,701552
JN402477.1,701551
JN402476.1,701551
JN402475.1,556517
JN402474.1,701549
JN402473.1,701548
JN402472.1,701547
JN402471.1,1045381
JN402470.1,1045381
JN402469.1,1045381
JN402468.1,701546
JN402467.1,701546
JN402466.1,701540
JN402465.1,701538
JN402464.1,701538
JN402463.1,926278
JN402462.1,926278
JN402461.1,926278
JN402460.1,688283
JN402459.1,688283
JN402458.1,688283
JN402457.1,688283
JN402456.1,1109430
JN402455.1,1109430
JN402454.1,556515
JN402453.1,688282
JN402452.1,688282
JN402451.1,701537
JN402450.1,1108182
JN402449.1,466224
JN402448.1,701544
JN402447.1,109221
JN402446.1,109221
JN402445.1,109221
JN402444.1,109221
JN402443.1,109221
JN402442.1,1108181
JN402441.1,1108181
JN402440.1,1108181
JN402439.1,587870
JN402438.1,587870
JN402437.1,587870
JN402436.1,587870
JN402435.1,1108180
JN402434.1,1108180
JN402433.1,1108179
JN402432.1,1108179
JN402431.1,1108178
JN402430.1,701534
JN402429.1,701534
JN402428.1,701534
JN402427.1,688281
JN402426.1,688281
JN402425.1,688281
JN402424.1,701533
JN402423.1,701533
JN402422.1,701533
JN402421.1,53893
JN402420.1,53893
JN402419.1,53893
JN402418.1,53893
JN402417.1,53893
JN402416.1,688280
JN402415.1,688280
JN402414.1,701542
JN402413.1,701542
JN402412.1,701542
JN402411.1,701542
JN402410.1,701542
JN402409.1,571920
JN402408.1,701532
JN402407.1,701532
JN402406.1,701532
JN402405.1,556514
JN402404.1,556514
JN402403.1,556514
JN402402.1,701541
AM777858.1,158323
AM085607.1,241197
AM085606.1,241197
AM085605.1,241197
AM085604.1,241197
AM085603.1,241197
AM085602.1,241197
AM085601.1,241197
AM085600.1,241197
AJ633292.1,90052
AJ633291.1,268104
AJ633290.1,50225
AJ633289.1,268103
AJ633288.1,170732
AJ633287.1,90022
Z72315.1,49797
EU617115.1,37685
AB999651.1,1577467
AB999650.1,1577066
AB999649.1,1577466
AB999648.1,1577465
AB999647.1,1577464
AB908468.1,1460052
AB908467.1,1460041
AB908466.1,1460067
AB908465.1,1460049
AB908464.1,1460044
AB908463.1,1460068
AB908462.1,1460050
AB908461.1,1460045
AB908460.1,1460042
AB908459.1,1460061
AB908458.1,1460058
AB908457.1,1460069
AB908456.1,1460063
AB908455.1,1460056
AB908454.1,1460055
AB908453.1,1460046
AB908452.1,1460060
AB908451.1,1460066
AB908450.1,1460065
AB908449.1,1460057
AB908448.1,1460053
AB908447.1,1460040
AB908446.1,1460062
AB908445.1,1460051
AB908444.1,1460054
AB908443.1,1460043
AB908442.1,1460059
AB908441.1,1460064
AB908440.1,1460048
AB908439.1,1460047
AB830817.1,1357772
AB830816.1,1357771
AB830815.1,339530
AB830814.1,1357770
AB830813.1,1357769
AB830812.1,1357768
AB830811.1,1357767
AB830810.1,1357766
AB830809.1,1357765
AB830808.1,1357764
AB830807.1,1357763
AB830806.1,1357762
AB830805.1,1357761
AB830804.1,1357760
AB830803.1,144120
AB830802.1,1357759
AB830801.1,1357758
AB830800.1,1357757
AB830799.1,1357756
AB830798.1,1357755
AB830797.1,1357754
AB830796.1,1357753
AB830795.1,1357752
AB830794.1,1357751
AB830793.1,1357750
AB830792.1,1357749
AB830791.1,1357748
AB830790.1,1357747
AB830789.1,1357746
AB830788.1,1357745
AB830787.1,1357744
AB830786.1,1357743
AB830785.1,1360339
AB741623.1,1198030
AB749819.1,1234775
AB727529.1,1197421
AB727528.1,1197418
AB727527.1,144061
AB727526.1,1197427
AB727525.1,1197426
AB727524.1,1197425
AB727523.1,144162
AB727522.1,1197424
AB727521.1,1197423
AB727520.1,1197422
AB727519.1,1197420
AB727518.1,1091133
AB727517.1,1197419
AB727516.1,339506
AB727515.1,1197414
AB727514.1,1197413
AB727513.1,144076
AB727512.1,1197412
AB727511.1,339476
AB727510.1,1197410
AB727509.1,144065
AB727508.1,1197409
AB727507.1,1197408
AB727506.1,1197415
AB727536.1,339527
AB727535.1,144153
AB727534.1,144136
AB727533.1,1197417
AB727532.1,1197416
AB727531.1,339490
AB727530.1,1197411
AB721957.1,1193441
AB721956.1,144062
AB721955.1,144103
AB721954.1,1193454
AB721953.1,1193452
AB721952.1,1193440
AB721951.1,1193436
AB721950.1,1193444
AB721949.1,1193453
AB721948.1,1193451
AB721947.1,1193450
AB721946.1,1193449
AB721945.1,339522
AB721944.1,1193448
AB721943.1,1193447
AB721942.1,1193439
AB721941.1,1193446
AB721940.1,1193445
AB721939.1,1193443
AB721938.1,1193442
AB721937.1,1193438
AB721936.1,1193437
AB766235.1,50225
AB766234.1,170727
AB787166.1,119829
AB741304.1,1219512
AB741303.1,1219511
AB741302.1,1219510
AB741301.1,1219509
AB741300.1,1219509
AB741299.1,158325
AB741298.1,1219508
AB741297.1,1219507
AB741296.1,1042494
AB741295.1,1219506
AB741294.1,1219506
AB741293.1,144130
AB741292.1,1219505
AB741291.1,1219504
AB741290.1,1219503
AB741289.1,1219502
AB741288.1,1219502
AB741287.1,1219501
AB741286.1,1219500
AB741285.1,1219500
AB741284.1,1219500
AB741283.1,1219498
AB741282.1,144115
AB741281.1,144113
AB741280.1,1219497
AB741279.1,1219496
AB741278.1,1042477
AB741277.1,144093
AB741276.1,1219495
AB741275.1,144078
AB741274.1,1219494
AB741273.1,1219493
AB741272.1,47143
AB741271.1,1219492
AM946542.1,511104
AM946541.1,511102
AM946540.1,511097
AM946539.1,90050
AM946538.1,511095
AM946537.1,511105
AM946536.1,511101
AM946535.1,511094
AM946534.1,511099
AM946533.1,511106
AM946532.1,511100
AM946531.1,90039
AM946530.1,511103
AM946529.1,511096
AM946528.1,511098
AM946527.1,511093
AM946526.1,511092
AM943384.1,83862
AM943383.1,83862
AM943382.1,83862
AM943381.1,339488
AM943380.1,506027
AM943379.1,506027
AM943378.1,506027
AM943377.1,506026
AM943376.1,506026
AM943375.1,506026
AM943374.1,20403
AB052034.1,144139
AB052033.1,144103
AB052032.1,144123
AB052031.1,144165
AB052030.1,144121
AB052029.1,144148
AB052028.1,144073
AB052027.1,144080
AB052026.1,144070
AB052025.1,144079
AB052024.1,144163
AB052023.1,144168
AB052022.1,47078
AB052021.1,144156
AB052020.1,144146
AB052019.1,144133
AB052018.1,144142
AB052017.1,144104
AB052016.1,144100
AB052015.1,144117
AB052014.1,144111
AB052013.1,144116
AB052012.1,144158
AB052011.1,144082
AB052010.1,144114
AB052009.1,144159
AB052008.1,144128
AB052007.1,144099
AB052006.1,144126
AB052005.1,144088
AB052004.1,144150
AB052003.1,144107
AB052002.1,144110
AB052001.1,144138
AB052000.1,144143
AB051999.1,144071
AB051998.1,144140
AB051997.1,144119
AB051996.1,144077
AB051995.1,144084
AB051994.1,144105
AB051993.1,144134
AB051992.1,144092
AB051991.1,144108
AB051990.1,144122
AB051989.1,144109
AB051988.1,144149
AB051987.1,144155
AB051986.1,144120
AB051985.1,144160
AB051984.1,144075
AB051983.1,144147
AB051982.1,144118
AB051981.1,144131
AB051980.1,144096
AB051979.1,144144
AB051978.1,144062
AB051977.1,144059
AB051976.1,144171
AB051975.1,144136
AB051974.1,144065
AB051973.1,144162
AB051972.1,144076
AB051971.1,144153
AB051970.1,144061
AB051969.1,144124
AB051968.1,144132
AB051967.1,144102
AB051966.1,144157
AB051965.1,47065
AB051964.1,144172
AB051963.1,144091
AB051962.1,144081
AB051961.1,144094
AB051960.1,144170
AB051959.1,144167
AB051958.1,144166
AB051957.1,144129
AB051956.1,144127
AB051955.1,144089
AB051954.1,144083
AB051953.1,144060
AB051952.1,144130
AB051951.1,144115
AB051950.1,144113
AB051949.1,47143
AB051948.1,144161
AB051947.1,144093
AB051946.1,144112
AB051945.1,144090
AB051944.1,144145
AB051943.1,144067
AB051942.1,144078
AB051941.1,83862
AB051940.1,144154
AB051939.1,47074
AB051938.1,47076
AB051937.1,90162
AB051936.1,20414
AB051935.1,144106
AB051934.1,144169
AB051933.1,144151
AB051932.1,144137
AB051931.1,144068
AB051930.1,144072
AB051929.1,144069
AB051928.1,144125
AB051927.1,144135
AB051926.1,144095
AB051925.1,144085
AB051924.1,144066
AB051923.1,144097
AB051922.1,20425
AB051921.1,144152
AB051920.1,144141
AB051919.1,144101
AB051918.1,144086
AB051917.1,20405
AB051916.1,144098
AB051915.1,144087
AB051914.1,144074
AB051913.1,144064
AB051912.1,144063
AB051911.1,47106
AB051910.1,47142
AB231149.1,339531
AB231148.1,339475
AB231147.1,339484
AB231146.1,339532
AB231145.1,339526
AB231144.1,339487
AB231143.1,339498
AB231142.1,339523
AB231141.1,339519
AB231140.1,339511
AB231139.1,339508
AB231138.1,339492
AB231137.1,339486
AB231136.1,339482
AB231135.1,339505
AB231134.1,339493
AB231133.1,339485
AB231132.1,339516
AB231131.1,339527
AB231130.1,339490
AB231129.1,339506
AB231128.1,339476
AB231127.1,339477
AB231126.1,339517
AB231125.1,339513
AB231124.1,339507
AB231123.1,339502
AB231122.1,339471
AB231121.1,339509
AB231120.1,339501
AB231119.1,339529
AB231118.1,339525
AB231117.1,339518
AB231116.1,339528
AB231115.1,339521
AB231114.1,339483
AB231113.1,339472
AB231112.1,144111
AB231111.1,339489
AB231110.1,20410
AB231109.1,339473
AB231108.1,339524
AB231107.1,339520
AB231106.1,339512
AB231105.1,339504
AB231104.1,339499
AB231103.1,339495
AB231102.1,339491
AB231101.1,339478
AB231100.1,339515
AB231099.1,144091
AB231098.1,339479
AB231097.1,339497
AB231096.1,339522
AB231095.1,339533
AB231094.1,339474
AB231093.1,339481
AB231092.1,339488
AB231091.1,158320
AB231090.1,339500
AB231089.1,339514
AB231088.1,339530
AB231087.1,339494
AB231086.1,339510
AB231085.1,339503
AB231084.1,339496
AB231083.1,339480
AB261661.1,388565
AB259353.1,385370
AB259352.1,385370
AB259351.1,385370
AB259350.1,385370
AB259349.1,385370
AB259348.1,385370
AB259347.1,385370
AB259346.1,385370
AB259345.1,385370
AB259344.1,385370
AB259343.1,385370
AB259342.1,385370
AB259341.1,385370
AB259340.1,385370
AB259339.1,385370
AB259338.1,385370
AB259337.1,385370
AB259336.1,385370
AB259335.1,385370
AB259334.1,385370
AB259333.1,385371
AB259332.1,385371
AB259331.1,385371
AB259330.1,385372
AB259329.1,385372
AB259328.1,385372
AB259327.1,385372
AB259326.1,385372
AB259325.1,385372
AB259324.1,385372
AB259323.1,385372
AB259322.1,385372
AB259321.1,385372
