,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,75.3,8.99283179299402,91.1254464405152,129.938972726693,67.0988760713078,72.1476355347801,81.8572739506737,6.08607680222661,1.65419425653113,66.8966906289126,53.0654330759188,123.802040060028,141.423172094073,31.7942498010933,131.983919990215,101.500809575666,46.2053507373406,50.126017256967,61.7424996858711,0.207951587935042,3.01361776242686,89.3099395628997,100.910253236714,84.0512920800643,99.6449470863428,81.5519634031722,125.962251133562,122.301906705972,73.0287074742535,56.6650006082591,68.4364626379892,5.25095828507119,2.97987310435303,3.96486061556459,6.22823801033434,4.6872646790959,6.34995196620139,63.1750099821039,133.246257220691,129.914708604069,96.0231568367135,75.4355286675116,57.172730388067,1.23361060017118,-3.43347239712841,-1.78775066723546,-2.76585370808021,2.30059433093771,5.73840136223424,165.837730486188,159.709676724517,141.594014514762,102.730432566059,152.887454402157,128.545236855426,-1.75650752167627,-4.36213458328524,0.248223694610772,0.00374443992114948,8.06797593295101,2.37581642986328,156.77728410224,172.647533426733,101.720613267231,66.482813975897,104.967469153078,120.217529344188,-0.646692041795802,-2.81157625067635,-4.35733813330984,-1.48788010317389,7.87248776756428,1.68049154213605,152.409886135446,171.51328804944,136.985711095475,82.7953196296181,116.062326936072,126.261076107246,-1.06758829589893,-5.05855687830206,-3.13424646339229,-5.67217701151264,-1.96383618962869,-2.24241812766792,99.4410284451658,158.369055002912,110.054233140519,82.2026549881667,105.625379628652,128.070731327599,1.87003404965367,8.74839661307391,1.25903887349352,-1.18194128405918,-5.04445931574423,-0.069020397911288
,75.4,9.57137235720893,89.6625490156987,130.395939359484,66.1001425173134,70.51526940857,82.2792719911126,7.1078216233164,0.170998146919601,68.1347437931367,52.1159386304771,126.263917536474,146.349291757176,31.727097948895,132.30003023766,103.051373171425,44.1882575875906,48.5686708446366,61.7419750455991,3.14900677117265,7.99995623754086,88.0330182165295,102.905301648221,84.1002184992612,101.809111923584,81.7352240724637,129.946505396446,119.24549479334,69.2878003570894,57.7217661621552,68.0697396495634,3.1082018110942,4.95186678027892,5.04164099053412,3.81802606867694,5.41575559988445,8.50066772274459,65.0077590274998,134.399793016264,125.757217353014,94.8122052558199,77.125423896349,58.0659841604006,0.33092719763431,-1.96836751952446,-0.227139361308275,-1.50389292510425,0.628140752563979,5.52654391949432,164.117294393254,161.442623867594,137.884383337073,103.201438942943,152.5338902351,130.323739979973,-5.34205257278046,-4.80010047951595,2.11162998142953,1.84170693030495,4.06732174292898,-2.00076769697318,149.203190119007,170.710904560576,99.8887359096619,65.6153549410544,101.49149826043,117.056313034061,-1.4875186175496,-2.41640044524502,-3.03848592274306,1.98960094067075,5.14224970077407,0.752894230413688,152.611635500519,173.044857631347,134.096833701824,82.1850552520129,114.411789328523,126.819420544711,-2.06500137053979,-0.501769831220429,2.89458417511014,-5.7240019704119,-1.42253413063315,2.11176412179611,101.828274817671,164.943191621949,107.085993557859,84.8446245828694,105.725129975323,133.348763343329,0.634649372652234,4.85491080634915,0.0197610855906305,0.323239251706298,-2.45636035159492,-2.67703683257622
,75.5,8.66340917900601,89.2508413244383,131.398772903526,64.5292302507488,69.0832889657412,84.012311019888,6.11906435476499,2.11528443437714,72.5105975419979,56.5509369453667,125.283227271435,146.815579587957,35.6357159564476,138.094243775447,109.215298555542,41.6928411156954,46.9251767155788,62.8581848772905,5.77325282518501,12.8452213217213,89.9901600565369,106.235458432401,79.3389057924975,105.2325290218,84.2241736204113,133.328660346115,119.378331408865,70.3554488099957,61.0454410310592,67.6995370002186,0.206880117989385,6.14599487659859,9.24778961043728,2.61198644154632,6.62222298992958,6.71548098523573,65.6621474487793,135.438298090637,122.607786939926,92.9658599952512,74.2873532932293,60.2569449605357,-0.9665401936698,0.663619468371905,0.080160733876653,0.191958404342358,-0.188178973947686,4.97817500227143,161.444616792,163.498625482008,136.362395045826,101.282428482567,150.708176213525,129.978300971321,-7.65703549194853,-2.08660576725862,2.32786179045405,5.9211116134864,-0.607851470923038,-7.18560928203431,149.850705311069,170.193863749818,105.058187284029,69.0566278035743,100.684578108899,118.881052755364,-1.4412577519991,-2.24101106072112,-2.79006495005518,1.3498372627987,1.32610450526698,-2.86155055453577,154.088773384282,171.00048426045,128.912270349247,81.029599561453,109.936317718931,127.345110753064,-1.63500646934807,3.62139326645149,8.06012785609028,-5.18119685449022,-2.5273330405318,1.86250559001451,103.131421011008,171.339991867829,100.690437396672,85.4043024490255,103.051170276701,133.302591961474,-0.969161959338294,2.4927482058763,-0.439409782922269,-1.15527302011969,-3.99492134143543,-3.55680351770303
,75.6,7.13656382603148,88.0246595206586,131.487354087026,66.3824670997292,70.858919812664,84.8974884885831,5.62741048013464,2.86655706524215,75.8632799443063,59.5594654908854,121.831511441811,142.191028550375,33.0009378240527,137.976351989979,108.649723959276,38.2414826925805,48.6027053016028,64.4597963332598,5.22411794361091,13.0588061974223,92.626650811797,104.424672939114,77.8550874722691,107.678340565319,83.0110488601923,132.60317028654,123.683298711437,74.3680636422692,61.2798675003057,68.7955004392535,-0.323089399776677,5.72413903037983,9.9066547112858,3.62989305003424,6.91391996369987,6.19902744241386,63.4679550618398,139.34137532545,123.919780801564,95.4079212038386,71.5860283732508,64.4422316426324,-0.527700765078691,4.4324315611658,2.0139178552526,0.888754751211138,2.15967043915299,1.20512025495231,160.316470756171,166.041005231233,138.883020898789,99.7796873214782,152.473988180944,130.982009870244,-8.41519045732241,1.47752246259898,3.08820638104834,4.85995660376886,-3.52007057802865,-6.28635066110405,155.580418943326,169.137772401227,110.189169780093,74.3426912168513,102.390295976844,124.697684924374,-4.62775368560699,-1.39431074138855,-1.6800665952664,-1.8378122559443,-2.88853748472803,-1.89701439740958,158.201616919693,169.949865253594,130.342304895697,80.0501083326924,111.341202101483,130.494177653077,1.32167694841087,3.65464201902626,7.69874265747887,-0.317583564706752,-3.91767924599975,-0.386676452337724,103.842830749833,170.898417099959,99.357637756691,86.5220681987205,103.133177739969,130.723622444244,0.932255962736122,0.498346626258126,-1.77676339383879,-1.8430198307513,-3.70275071451886,-3.22371390805785
,75.7,8.71343572971455,88.9113403865895,136.106053798071,71.0846242894183,74.475945390912,82.8786837114069,4.11001232600285,2.56080658571733,79.4078600995499,57.1705439013368,123.12285006554,145.684330385499,25.693711848898,131.675918168224,107.092763839169,37.6950966782812,49.2866101681716,66.6161337758842,5.32920723921421,9.21016168318602,92.3013046338485,103.786875750503,79.890514749253,112.306427733085,81.1936744724727,134.125897606596,127.908470174145,73.7660096741087,59.3020166494699,67.8705315572944,0.531005009003138,7.50497262680483,8.12277871070592,1.62221494884761,8.9185783754067,10.1413565127379,59.4882202072284,140.787080584937,125.668377440433,97.7536713147992,73.6996047927494,65.0147765961952,-1.51353841078503,6.93710854323456,2.47910631089582,3.15351006355996,1.61921010196352,-1.07707587322039,162.090012688212,167.779338443789,140.048042805192,100.441666904774,153.234549619193,132.88302652636,-5.24335174591698,1.43236968220378,2.59306700761528,1.48184458833754,-4.96511310524653,-3.50319417945229,153.846673119132,163.504018047925,109.432303859552,75.0721524748951,104.01548157537,127.591086240423,-6.30642150065682,2.06219057203043,0.641346437614914,0.22718644822163,-6.39467959882808,-1.33990531959199,161.147098882561,170.904990086399,133.161068240335,78.3857084914803,112.74597942669,136.376957719314,3.97534414193757,5.23672370378193,6.58142075175533,3.86491001370786,-2.76400130419262,-0.358776924053359,105.554037578993,170.861837591511,102.419673233641,90.4645635187569,107.788380491817,136.184822004951,1.27847721079434,-3.17725979188054,-2.48093647685778,-1.36407307133936,-3.19679102668033,-1.82686295583352
,75.8,8.67270005116836,92.1300936425871,140.951638775034,73.5932646401687,76.5996673641155,83.0660552413252,-0.517362584000693,5.14459818658906,82.6372574966848,56.6200326288271,126.189100884499,149.58503778775,24.8022351171903,136.441602968647,109.801209038567,39.3584114837978,47.2129851036198,66.961336640079,5.74144364971914,5.14241343827763,89.8278490207019,103.951016565058,78.4490103233458,114.254522824375,82.5023034511929,134.855871515965,127.971975113646,72.4302258697713,59.9725981566576,66.3117738995453,-1.43306082636542,7.08600396839216,9.42221814110098,-0.215927447087552,10.29776925683,10.2599850321337,57.8849008794214,140.257507377105,124.677191633464,99.2578914692166,74.0892932617044,63.2338464484519,-4.35920514629998,5.15529245867469,0.658045375588472,4.42893076905449,0.411407327841573,-1.61681595905094,160.6400257201,165.260785166467,141.663969659924,101.847989208667,150.441056731007,131.79182294846,-2.30874319649644,0.933073403919877,-0.797418987984599,1.6335402866099,-5.78821328682864,-3.23274023132086,153.056322569313,158.170865414935,109.976328353641,74.8561765298575,105.126838998102,128.001051449977,-3.0842525740394,4.02205299894632,2.44769535238419,2.01924920173866,-8.84467800741845,-5.23929605778875,160.889949270455,168.907933269014,128.569697788002,76.3146852192847,108.129111623222,138.302749431978,3.93577496177812,6.52007645542682,4.29217894408964,2.36066009211669,-1.80327567924138,-1.8232863391529,105.764867799248,168.891835968038,101.245360793731,90.4836545541389,109.873186045226,138.398804465816,-0.338533431782366,-2.68519388940405,-0.745050843059971,-2.51200435464739,-5.04419600685793,-0.0487813095614342
,75.9,5.71490159063842,92.9841386869185,141.836744480373,75.2831786472052,76.5870879870658,82.0460005775846,-4.67059594388047,5.97688814949379,81.2405850398142,56.2625853601708,125.458884790746,144.298545513889,25.3173785866375,138.372029517512,107.628109507077,40.7297124807906,47.5687439980402,65.9458964304855,3.62183648110573,2.6614467700324,85.9887499445421,100.950956543661,77.8446525103561,112.284767025608,82.6319903721748,130.978846298739,127.841075726896,76.0240763044823,58.8322035516273,66.2281279364282,-4.66037675823429,4.62737590163471,6.38769588260857,-0.716762884067919,9.0576291835248,8.50488156970187,54.0483614462232,141.217166017234,127.94202934005,99.5259528689934,70.5592956420156,62.1856877757926,-4.55696117330945,1.77175088332262,0.619701553904406,3.39750326308945,0.632998450765854,-4.30679812777271,160.347001973743,164.713479930618,144.755377888102,101.588569151383,147.467155893088,129.858005184554,-0.462919904760781,1.49090549340968,-2.35207393413049,-0.888669648446125,-4.34986828433068,-0.0159109983542294,159.152945142617,158.517247134089,112.087108799855,76.101744204243,107.047407486327,126.83867748999,-1.35744907017653,1.17595639848417,3.27947423555088,0.395258524255269,-6.90043930425333,-5.44047796503236,157.791414623571,166.625332627974,127.591821413445,76.0529975701263,107.474702154136,137.840918744308,3.95777408805145,1.49867467806217,-1.77032932382275,1.06517033047425,-3.07286689192182,-4.92950444922542,104.999891247627,160.536638303686,102.406233249417,87.5867752120075,110.022426280407,133.035674424803,1.3848568002831,0.825120223506133,-0.465175891189347,-4.3196811278699,-4.93950687611346,1.23334574391464
,76,4.85915544740578,92.6347729095448,141.545909655287,75.4625247207633,77.2871773671432,79.1557365393862,-4.3954056936289,3.08440559638626,77.440003250054,53.8293789796381,124.975679954892,142.679084581187,21.5494668627503,130.366853015555,103.849737010356,42.9861819325112,47.058422601736,64.2683449258237,3.14115732242527,-1.38005464061735,81.4965830900513,97.1269331156645,83.6077981346148,109.894262851457,78.8842402853714,129.419754867465,128.379245156001,77.74940797429,54.8800337356624,66.269344198314,-3.09490739443532,3.32861004729835,-0.600042432434407,-1.36590520736405,8.57935213013377,9.4966683443991,51.9422931447741,139.856838660802,132.117665380933,99.1493495325494,72.6784404269921,58.5296313938483,-3.217604027964,-1.0967809046889,-2.13127323929228,3.47536333008065,-0.235681433268553,-5.6843811238744,163.058027874857,165.190045242412,146.197524736295,101.342973888334,146.408001293792,131.200395119498,2.88432386545708,0.273089993368956,-4.25729803625899,-4.38388677128643,-1.29806578742631,0.67512774481429,159.743302883616,159.105177018047,109.806004175103,72.2221179851334,106.292792162266,125.527641684595,-3.11683776907813,-2.67837427336985,3.02113161755159,-1.9037632527332,-4.39746527098606,-4.64682497406244,153.20126572928,168.104888944194,132.645862769365,77.7111514783479,109.89982756923,137.407098056688,3.2746508540194,-4.85185682055629,-4.53925924271971,3.86587551197778,-3.3035251143761,-3.7177990669926,104.614567477697,155.412114681753,107.190782159042,87.9742565174934,111.079607088516,131.881715498436,3.59085700823897,1.51236668976793,-2.84059474948009,-2.76593382834363,-1.82953096236162,-2.47482825282304
,76.1,4.72198916950532,94.9602554101597,138.874326636854,73.4777880215631,76.4755004681973,78.6968170859535,-3.32738611320536,1.5570613289853,73.0388039123261,52.2045051606648,125.14673081474,142.790281347088,22.2318923634987,131.884973401508,106.814191162364,45.7456133306999,45.448370034872,63.8531340958906,3.68747736064421,-4.63866723238851,79.0907736659221,94.3365482543913,87.3248495246446,108.35429832855,77.2812751602567,128.186634479573,124.494644106474,76.4193789325049,52.4359585609119,66.5236487478586,-2.16471464804499,-0.530988862574304,-4.28918636042596,-0.686263347101033,8.0104865496412,6.24608167529317,54.3454275362672,132.451638929621,128.149361038288,95.5557190282781,77.8430189262957,55.6880277072236,-4.23664021658936,-4.82333492890859,-5.72208622831681,2.07321349693444,-1.88506973216846,-3.17302026827178,163.012808888498,160.646861141927,145.404497939788,101.705766334011,144.006133258996,134.020655290864,5.52894267726373,-3.96589514195767,-7.04087271154236,-3.87643036210278,-0.344319723729143,-3.57632844818227,154.625201053234,161.098027628422,107.651827324416,70.0272946830034,103.619367270726,123.202040779128,-1.31381623855134,-4.13927630527894,2.52519350286519,-1.69858399786676,-0.924698984643157,-7.60383582502214,150.610336765071,170.662267411449,132.124168832237,77.8878138090079,107.357738970884,135.95654766118,-1.91896827159439,-4.10028729118892,-3.29009402986571,2.54090451155406,-4.02772298200631,-1.88773483564006,98.5581217623098,154.300683642559,107.155739433404,88.5835382465388,110.788156854856,132.505442102162,2.29733746326104,1.666607966024,-3.22842170895143,-0.382942297481179,-0.756484326178111,-4.39577251596546
,76.2,2.95344690852858,97.1358948252777,135.861000933883,70.6130457688687,74.7899764499266,80.0281679812298,-4.30138738151754,2.48805028801911,69.5186691802581,51.8391178775011,125.472909213336,142.937114186082,26.8408200382754,139.412990915891,110.788445528259,45.5049982103628,47.9802037380114,66.4434605831752,-0.393136505493885,-1.20398418179889,79.3665007935374,92.4569529373281,83.1342160194697,105.834922665895,78.0577302078302,126.554093112633,124.030378281359,76.7444537572578,52.8987349457094,69.0343474388754,-1.41487194515321,-3.76342736603306,-3.72016616979238,2.79149462976619,6.95297151685452,2.59446491295421,59.3273749029925,124.643320724124,122.310467812274,92.0045609285171,77.5627651862823,54.8049940702788,-3.5767943161224,-6.17025228582207,-4.82103594173026,-1.89188126818522,-1.80862863379417,-2.81562187798727,163.02086889363,160.179776831613,146.200566263532,103.143215174331,143.872795397228,133.194476115643,4.68976409999584,-3.84681180503065,-6.18904408479892,-2.20553336051438,-0.247269015941072,-4.79121020605305,159.138614607592,170.18522597941,110.742047501923,73.2765871833453,102.435684947852,122.657720671368,-0.0345079417763827,-3.86498998190092,2.15866957342882,-2.07160870218416,1.89173215533145,-7.38678247795661,150.612966444657,172.792451381771,130.40130389119,81.8944515833101,106.227798450215,134.004014626972,-6.41795221937485,-1.77329567222472,-2.24777219097632,-1.57276919751268,-4.85169887166251,-0.654494064327764,88.974406219167,156.292882362621,104.629444991171,85.9464731540521,108.880446381499,130.202572489907,1.2093759961391,1.71380401299757,-0.456675341629875,-1.2141812462886,0.243836141702332,-3.00276571198964
