,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,-22.3323300290858,-8.172993643469,-4.98109603432204,-6.05038106306847,-8.47925986319979,-12.3080864746198,-6.96908203098928,-1.09712254933493,0.981089681681624,-0.511887662209119,6.1080371068947,57.094090134261,-13.7081042798018,-7.3958061809285,-7.81564982247937,-9.89440852108919,-15.4748653446181,-3.98463171665026,-7.30396683995696,-2.82768941560607,-2.04107151409835,9.28847150162119,-0.878119981170585,-4.57148718665212,-7.92552951993775,0.582484288469004,-2.07520452862491,-6.86230175115725,-2.3596120636148,-6.54296504770355,-11.9546344882278,-11.3715582908399,-4.84534554773109,-3.8561907186222,-9.83276750035611,-5.78631964386204,-2.87432308858433,-6.30176854400452,-5.20368368749996,-7.12780031424609,-9.71952975285649,-8.7420515601334,-16.7910976794924,-9.23292816067988,-14.8265619020895,-11.089491683545,-16.3131089233593,-8.99968522772451,-8.50628965327132,-4.2273529732206,-6.78467562149217,-4.12910274361047,2.37104411259634,-1.04445942369694,-14.6790309298613,18.8030101005124,-15.9017772309494,-13.759444594446,-10.7153992510334,-15.2659211774871,-2.2969367959804,-8.78798878639418,1.48037238382676,-1.68488062492452,-6.83252496271598,-9.60247831935521,-14.2930326835476,-15.5100319039452,-14.7322865658457,9.73059873744205,-16.8320508152697,-13.2762639903026,-1.58694583586339,-4.5639945650305,-6.58759512928282,-9.47457091271781,-8.19016403433261,0.986968986512693,-12.0086042380012,-16.1032163624213,-10.9580316885381,-11.0720904255509,-15.8112160781493,-14.6166741903835,-6.675340048831,3.85924932431908,-5.1845970910108,-11.75388134184,-5.19609150985707,-4.25196992565043,-11.8584006679084,-12.8549495238608,-7.93284044702432,-16.8427705777694,-21.1108660934228,-9.95091509785607
,2,-11.9148321572798,-2.38326492567467,3.98785689511715,-0.16216662871193,-7.32365522400232,-6.81621219265753,-3.25386693102382,-4.37204502117675,0.766969154674825,2.94170117160547,3.40390161243522,-5.29500859476821,-12.7663321342297,-4.33266946466119,-4.64399598804221,-7.81283913445895,-6.28035699366046,-0.0430375159035066,-3.91016285271598,-2.43892629785705,2.02596869818126,13.7093185286826,3.37529468919274,-3.20658528322383,3.82440386644112,-1.97129997562524,2.94231932113371,4.47102935756948,6.59220370353842,-6.7766961057805,-6.09750264949753,-3.40380848931818,-1.10811081206248,-2.64504644473936,1.32505638917473,-1.80678638845029,-0.392104525455579,0.197099165618056,0.449208107189861,-3.08854265652144,1.17545900635287,-0.121053026465688,-13.5740653253652,-8.27539997285976,-20.8126150273238,-15.4126250361651,-12.2131052789841,-10.1290101832228,-0.903269290336993,-0.020094678041005,-2.28750401416119,0.560248307604525,-1.76939521840586,-4.90204736169335,-11.0688280602235,25.4712743875352,-15.1156590863252,-10.2805391630054,-14.0119138533996,-12.5460426341697,-0.955018446381473,-3.23788960095999,2.98163693046945,1.29427325382221,3.45299447433899,-5.96340257911379,-17.5183617142466,-15.9511281889577,-15.2968157713208,15.6373549499031,-9.39577580807372,-16.6290917920187,-2.658709118763,0.95548682800154,-6.73811583578208,-2.72686157132375,0.25472614314458,4.84937547975369,-14.9043911905442,-9.45557778168677,-11.3449208549955,-10.7541160438004,-18.6385055495193,-13.8501583102211,-2.40502408849943,3.69103531802648,-5.03074606982545,-4.12903829436527,0.0279006194691647,-4.65512261865524,-9.35778273301776,-11.1058656553091,-9.36031890347203,-13.2911487029892,-18.1332222781057,-13.9513989481343
,3,-4.17160503419063,-1.32927965854742,-0.486264187583856,-0.480867285577006,2.71158454403303,-2.89728053917224,1.9737430014161,-6.08197193282331,5.6903990081546,0.975624634839278,1.72737764166186,1.71957718409431,-7.31849392424738,-0.76697696164365,1.45681489597109,-0.646643006602062,-2.28275636837998,-2.36197076032977,-4.60992955881011,5.84282967929403,5.16370684593903,10.399945040961,6.24062140803289,6.44495947097721,2.81511879883874,6.86196259821054,2.55448644632588,0.719867801417422,1.15702794660001,-1.48094463024108,-3.07444119484444,-2.30041835291604,-0.217122493619172,1.70701291679143,-4.71370733012282,0.942043738371012,2.68195437161876,1.7623473140452,2.38799998487229,1.59701551228818,0.309696727309984,-3.19599188144321,-12.7172720460412,-7.59181771837575,-13.1559609612364,-11.6707193612801,-9.1213097486916,-9.10374697568386,4.98212482350755,-1.03580817660395,3.590265581121,1.09023856279737,3.26993818928713,1.05081663136343,-11.5671999675683,30.0546085653873,-12.1595776545191,-10.1340874351581,-4.46593227513313,-8.62822075440045,1.9001827676725,1.78990364172296,0.151990740605925,-1.14564353649212,3.95945731592656,-2.65002956891112,-15.253360211314,-8.98371326420829,-11.0942985817819,17.4637431648566,-10.7398253066508,-8.33387948505833,1.76129284608305,4.23159410457174,2.4626092433673,1.13456756508276,-1.09316068272074,4.57944683864025,-14.4109364394994,-7.41203409878153,-8.01539642075522,-7.50588313690241,-12.8241000245621,-14.905003087385,0.606786179602295,2.26655202923348,3.51420410040009,1.62074141682524,1.23594566917382,2.32211692542433,-7.27361909299862,-8.35641267119036,-10.378190208969,-11.2878002201387,-12.054821383027,-11.3455699020224
,4,-4.66303072568508,5.53831389369134,4.70249453494671,2.25736016183691,1.08556437006428,0.730880598346175,-1.10991026260444,-0.27169285770924,1.5263033017718,6.64833463920604,6.88979588284974,3.82236920481546,-0.124836497982415,2.46923895340433,1.80685743576123,-0.860725904481569,0.531989280199923,-1.6617262782288,2.96107178640113,0.850519702384645,1.42126536546903,8.54674788073908,1.39631213979737,-0.84083010378572,3.17061670411522,3.79769503896296,0.49678249681574,3.2707358980183,3.59708953059226,-0.624872504633913,0.973200321032891,1.13866462424221,-4.39545149501055,-4.1309033698044,3.81913113957762,-0.14513172619354,-0.204927282833978,4.69243703435586,1.87182937973239,2.23706811901275,-4.52263531047129,1.6974162686447,0.531165449700438,-1.01440127820752,-8.21778692583621,-7.69475395677136,-9.74679981642521,-7.35720787399623,6.09968019571807,1.19030416644773,3.49384308040408,6.18777266940879,4.10708997045776,1.62000532498951,-6.65653612736423,40.0728114205094,-10.6235629267849,-6.48434855665028,-9.13902157414532,-10.8562402517791,2.4560845011556,5.96323950720034,5.25075137902422,2.45265713525032,-1.02232222922339,3.74756161495407,-3.26058857777298,-5.15574499288596,-9.16275693584794,22.6752842036572,-6.00659398719336,-11.3702139844199,2.5031180929368,3.09603906549773,5.11057734496944,1.12101654747221,4.47730100907347,4.93765805694693,-8.98177895528943,-7.10427275792654,-5.89351924196035,-11.4532090656021,-6.14494538567897,-3.29195726219314,0.426953887701984,4.44954928476773,3.1431806925134,-1.80783752479692,6.67076086418638,2.03820843597759,-6.62364450166388,-6.97439456496613,-9.62506910082402,-3.96723885600068,-8.26274375172079,-1.92700698315048
,5,-3.19754017519836,1.61473120156279,0.266967191013009,3.76243560913827,1.45543798055314,4.03065594049667,0.570953821893909,-4.97633669465768,-0.485744840605548,1.20148260383849,-2.8895831748373,2.41864406045897,1.39637044969322,4.06401311089485,2.94400272394387,3.99324615819614,5.94604979270753,3.06952692490404,-2.47960498573502,-2.90863827441262,5.63438391417276,2.34706751506337,3.19523776746701,8.24443538102514,1.97627007665415,6.54985125582925,1.74778468431259,3.30000060600514,1.44242968548042,6.07466406718049,-4.78785672739832,-1.97413367932313,-0.827481148401148,2.22847143281979,2.17736936496658,-1.70417906436887,2.57966710274013,1.10962301641985,2.19465037640748,-1.42867966975655,2.31758857537352,1.77246933966762,-5.23096256873851,-3.92801643116218,-2.26863288244203,-4.88714038800708,-8.80953404047614,-13.1849797141294,-1.36805538188673,4.47977259019672,3.19960955161741,0.507041842598937,0.217483897384227,4.49910062965273,-6.76203839429581,44.2346385184792,-4.3871001859784,-7.42860027832467,-5.50234242672514,-2.79077800029245,2.44705547836475,0.748103438198541,1.50087904626662,5.14399911548389,0.573602128242328,0.626836925962834,-2.32404047744149,-0.986723224890738,-5.49939435573788,27.4149533688465,-6.63058227154397,-7.54041076683779,3.70366029281604,5.38709722942349,-1.0374678422595,1.16057243148634,2.35481386413221,1.12113086633917,-1.72725443495892,-3.2641716301041,0.533914722686859,-7.41915234323733,-6.18722433729499,-4.55879673884829,6.44382002070506,4.5063215981877,0.357742137824971,6.95990018423981,5.52787215658373,2.42349562893105,-8.68967379204651,-4.22621359492632,-3.64652120437131,-6.50604686139241,-8.31726234360167,-4.88844238385991
,6,2.53452961866469,0.63151687003392,4.77288809127731,4.97810280354861,1.87817488302608,6.21494273888675,1.9906683717968,6.53367713878015,3.91035860985812,1.04607556934889,2.81048154289147,3.05173912016107,4.61163883727068,5.09410012175113,-0.842933650906161,8.17875336739507,2.32779566511772,4.53105153350725,-2.78645219438386,4.33532038037492,-0.708590478427141,3.23813295485479,1.09592192816626,1.54939918442778,2.50229473026684,-1.43654908932785,7.6339475012328,4.10467479964154,1.97989997731975,3.47830036789719,2.58042779786956,-1.04276834127131,-0.357981819064207,0.60524553617779,-1.66954687527414,3.0908438501101,2.6472831680353,2.26647816367267,5.07805230417353,0.865726005471515,0.859980887169513,2.28163479002706,-4.44145291609311,-1.55140463144062,0.581075705118565,2.46354936607804,-1.59712753538815,2.25558810789153,2.08620366181276,2.33333549626332,4.3375570992157,-0.539746402990204,4.062240299927,0.539342497105281,-1.93030407760716,50.1168368975223,-0.237884844809287,-0.969067806514431,-6.21117204619713,-2.61607561361097,1.33569283239922,2.8339482943984,3.23904469425543,5.19704868931331,3.38952356523396,3.08574744253838,-3.09349068939537,0.346682327911367,-8.18985841864105,35.6211877180745,-0.570896459669711,0.610053034307384,3.71100247362119,2.01837261606397,3.51406599005713,3.36630523865324,2.73858270045594,0.678109977105578,-2.07529957474526,-1.99731913467758,-5.52437621621448,1.97236759257521,-0.742439746726632,-4.81465620750896,0.513582165261596,4.61595720359173,3.2557164955474,0.524691059807083,0.407568848855135,4.31867537358266,-3.35191888894497,-5.63985972285718,-3.56308299790726,1.16872292000335,1.09464608395001,-3.61009560164575
,7,2.76425562265786,8.16863938661572,6.73025410876926,2.00451626941231,6.51421213334652,5.73275910444136,-2.9722262279206,1.87967400809339,2.43700540681266,2.17561665624453,7.74885125858782,6.0981188555952,4.55580698498943,2.78806529179792,1.73795266760362,1.37172211283723,2.7126324763899,4.78267669227216,2.22174659379971,0.063096015188421,5.60353615754775,3.22063919199763,-3.00136761567228,-4.24223347837551,0.715804267842941,5.46316379481141,0.888036090692367,1.9931786582456,4.65510248563032,2.02309472744673,0.165544554582084,0.991132360593383,1.21282770278276,-2.33252905199288,1.96462650885269,2.58112526119612,-0.385587192790354,2.88410904695365,3.61460548359491,4.38023284952897,6.41259642589375,4.3107858498156,-1.34209882312098,0.18030214205055,-4.39523243465237,-0.663964022824985,0.113051031010855,1.51919143983832,3.30809667150425,6.6192622334861,-1.38007982406407,1.96904117649228,8.19281503803859,2.98391899019816,0.916411020873511,56.9945891400471,0.155273783888788,-0.588403818594088,-0.697803455859685,0.170779748584664,5.6062707470378,3.36883979558252,2.95415018561062,2.30714603337492,2.38469855529547,6.5813186735495,1.17776177152382,0.720930452951961,3.80902977310961,39.5322813734206,-0.618566763887429,0.329368699028237,-0.433178195455639,-0.655237972012401,3.36352748552736,7.14610083147954,2.43982161240956,1.86226054400095,2.36787938416455,-2.92522213051689,-5.12393148192177,-1.87149900287068,1.62888054157156,1.45279152659714,3.18142129707348,3.5427204421394,4.35426970754179,1.68972152740344,-2.92986629572943,-2.75500896572521,0.790126481686002,-1.57990813265224,-2.19369175173142,-1.27977569957784,-1.87570069731237,-0.0869540384501306
,8,0.161154407814138,2.77551367080559,3.55629191694925,3.06368481583741,-0.532437766691601,1.62915678052423,2.83298563894323,-0.146695342452858,4.86491254760404,0.484830789955595,-1.03106978795768,-3.66588950790401,10.3318099007847,2.4543133496727,3.61190681740072,5.42679521109176,7.01232516685377,7.34934860530575,2.08691693050196,-2.5252495439222,3.92293924921478,-3.30485201934516,-1.12094532512583,1.40511377308167,2.88466113581035,4.47483505364789,4.59505060349647,-0.156481929386246,3.69723918294449,1.30608890164922,4.06877377015144,-0.229507996356915,1.46020403210423,2.01953338456678,3.98740338114067,1.66583617509968,4.23832651013663,2.55969010003355,-1.60213481100755,5.33687389957504,7.253089873524,6.18625271115934,3.02000837788046,1.87463364666428,-0.387590198994531,-3.65736153618445,-0.0770480103892623,-0.684333464902011,2.18266537245472,8.88547528330901,3.84117448574307,0.989396069418035,2.13842947237026,5.78570925178155,2.2960409898842,62.8391067619787,-1.38005856001382,1.35614470152859,-2.06186378087978,0.0183875874586192,1.29205577456651,-0.413006374755696,2.13429670099595,3.30749766215467,7.73559475676166,4.01251173569653,1.01423674339549,-0.582672079258828,2.81293621643044,44.2074531064518,3.65601003178972,5.72296428788832,3.29060001733342,7.82048602344139,2.87567135115569,2.64394128950153,4.53220417880584,2.64205738262035,2.96707883684212,2.46601781842264,-0.415320415638234,1.57431520168439,-1.15587066460739,-2.32023218130098,1.40144255036193,6.81674923006904,2.99991452217409,6.21805824448029,-1.79952265247584,2.85729823340625,4.25240417972054,-2.90042808409635,5.08652470619427,0.369379415340063,-1.14183409012958,1.48086905270156
,9,3.93752600789867,2.68439784271686,3.95349262086802,3.39919037919162,2.09545360141146,3.60393928810117,3.46413578261036,0.977995907658169,-2.79181457434788,1.40617836639012,5.20761584487309,6.48430337645141,4.38199639420327,-0.0469649878768905,6.69208259805646,1.23432327452383,3.70857108512473,2.79785645792799,-0.43921410292478,-2.06947352112456,2.73986065163353,-0.957000929479818,7.18990960222936,1.82640239420152,2.93759586760962,2.06831352369773,4.73056424723291,1.64601735165843,2.9214099029532,3.69909424904836,1.55162269435868,1.384451554321,-1.82505202728544,-3.71265631806045,-1.37037984936023,-0.891036250484376,2.79629363337335,1.30066844264093,2.77897918643293,7.69729778737292,4.11506288528517,0.235377715255709,4.80636867937164,2.413454318601,6.45463678640135,3.2721271495102,-0.295222759239095,0.878767577504277,0.792746715198973,2.09096624900667,1.25018926650546,7.04602133060098,-0.568695405811013,4.01795066427849,0.601960257379687,69.0626022473352,1.85026121726241,0.740278775221668,4.60824260980371,4.89280715829091,1.96562096440221,1.86943146131262,1.58740392127766,2.16515473014579,5.24837793013285,7.41662765733645,-0.949631535834669,0.145850736229477,8.15793614477798,51.1132991947943,0.0916533868394254,-0.162141347253055,1.5505302469719,-3.2933198897158,0.284814134223325,5.94031445710016,4.02411812132959,1.62241247436941,0.727892058005182,1.23806398568786,-1.02455091627098,0.527649262186515,4.95835321800087,7.12663672073768,-0.432499200401253,-1.65988055290427,-2.18946396477713,6.62413865366307,0.300520173998393,3.8993570170951,2.01463009279905,1.61976941079865,2.56967361016905,0.915643896994425,5.25077645330657,4.30881675801265
,10,7.93491057439496,1.14900615543638,0.198939091405919,2.46119859188138,2.75334068055736,1.67690165766862,-2.14213430630707,2.03541877065663,2.73153640683267,4.82076920605004,1.42694768645288,0.208954905543578,8.69870370579201,2.51723742695094,1.47379991507478,5.29958168147277,0.91600141611525,1.2504194619828,-1.03671692869784,0.393619521370965,3.97101096062443,-4.13753176247656,4.53745733795313,8.29830732764685,0.940619253274235,-0.643110398424142,3.11749840313587,1.17498146763637,4.25772690770418,1.87676218523984,-0.482987294688883,0.923787652932788,3.56652778918215,-2.1860424585434,4.60073342744408,6.7913412995108,2.69087256614557,2.56093482890265,5.057368401649,0.169705572592648,3.70581444065283,6.55838398412561,1.56455724467742,0.942176062221733,3.23742482518855,3.20385651604283,1.28315751482842,5.00091495902643,-0.401243706488458,1.57144341508001,-0.830363344497982,2.80657011527228,1.99911752892604,1.15840767217242,-0.987460579008712,70.9911737808575,7.81013422236947,8.68233218187652,6.61508487776655,1.95507310876292,1.49652456384956,1.23596467675134,3.96783405252381,0.391952127803961,1.83960570867566,0.89374821266756,5.25124580450074,3.73720116010509,3.7587231843122,58.0448991892613,-0.467846248860042,2.43200524210079,-0.610918334432881,1.04365884330809,0.147181069313774,-0.770942444243246,4.97141128222711,-1.34235893722416,4.13450558088107,1.83393130335071,8.23742563616861,6.63595733498232,3.77247874579143,1.78827169418992,3.70600522801988,-3.44251277828198,1.83775897011719,1.78808154989929,5.326923576441,2.41845323144571,3.84578739247945,1.40022386741384,2.67886434158891,2.49741591715519,2.43681931249694,6.82023938183829
